#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	2996750
1	3116750
2	2900000
3	2874875
4	2824625
5	2795875
6	3040000
7	3140250
8	3133375
9	2966375
10	2975000
11	2933000
12	2924875
13	2859875
14	2783125
15	2792750
16	2791625
17	2937875
18	2967750
19	2960125
20	2958125
21	2957500
22	2899875
23	2846125
24	2782500
25	2758125
26	3225125
27	3200000
28	3200000
29	3208250
30	3200000
31	2966500
32	2900000
33	2850375
34	2760625
35	2763500
36	2741750
37	2999875
38	3199875
39	3233250
40	3186000
41	2944625
42	2949750
43	2924875
44	2866875
45	2775125
46	3199875
47	3219000
48	2999875
49	2997000
50	2972500
51	2966375
52	2958250
53	3224750
54	2858125
55	2833375
56	2768750
57	2750750
58	2976250
59	3200000
60	2858125
61	2821250
62	2758125
63	2749000
64	2761875
65	2699875
66	2800000
67	2808000
68	2858250
69	2900000
70	3016625
71	3200000
72	3240500
73	2700000
74	2757125
75	2700000
76	2737750
77	2799875
78	2900000
79	2774875
80	2883125
81	3008375
82	3132125
83	3250125
84	2658250
85	2700000
86	2649875
87	2699875
88	2816625
89	2850000
90	2950250
91	2936375
92	3216625
93	2824875
94	2699875
95	2616625
96	3200000
97	2658250
98	3233000
99	2724875
100	2991625
101	2900000
102	2999875
103	2930375
104	3208250
105	2799875
106	2714125
107	2608250
108	3185000
109	2658250
110	2732500
111	2703000
112	3173000
113	2999875
114	2999875
115	3025125
116	2900000
117	2999875
118	2856750
119	2715375
120	3233250
121	2658500
122	2675000
123	2658375
124	2748375
125	3000000
126	3000000
127	2966750
128	3100000
129	2904000
130	2951250
131	3199875
132	3100125
133	2616625
134	2599875
135	3467750
136	2699875
137	2699875
138	2825000
139	2933375
140	2924875
141	2924875
142	2899875
143	2998000
144	3208375
145	3000000
146	2810500
147	3180125
148	2633375
149	2683375
150	2700000
151	2708125
152	2800000
153	2875250
154	2891500
155	2924875
156	2916375
157	2899875
158	3055000
159	3227375
160	3000000
161	2780250
162	3062750
163	2699875
164	2713250
165	2789500
166	2875000
167	2891750
168	2841500
169	2891000
170	2963125
171	2900000
172	2942625
173	3033000
174	3041375
175	3200000
176	3199875
177	3243125
178	3000000
179	2791625
180	2683250
181	2700000
182	2741500
183	3027500
184	2960125
185	2962750
186	2900000
187	2925125
188	2966750
189	2974875
190	2926750
191	2966625
192	3016750
193	2999875
194	3100000
195	3099875
196	3174750
197	3199875
198	3157750
199	3224750
200	3208250
201	3200000
202	3233250
203	2950000
204	2783250
205	2674875
206	2700000
207	2841625
208	2741625
209	2819250
210	2899875
211	2900000
212	2997500
213	2999875
214	2953125
215	2908375
216	2899875
217	2899875
218	2899875
219	2949375
220	2970250
221	2924875
222	2949625
223	2946000
224	2960250
225	2957125
226	2953875
227	2948500
228	2974250
229	2974875
230	2991625
231	3000000
232	3137375
233	3150125
234	3106625
235	3141750
236	3218000
237	3223250
238	3200000
239	3216625
240	3210000
241	3232500
242	3246375
243	3246375
244	3216500
245	3232875
246	3223000
247	3263375
248	3200000
249	3281250
250	3216625
251	3250250
252	3297875
253	3228000
254	3216625
255	3241750
256	3219750
257	2983125
258	3258250
259	2999875
260	2749750
261	2699875
262	2694500
263	2775125
264	2721875
265	2738750
266	2783250
267	2841750
268	2808375
269	2800000
270	2900000
271	2900000
272	2899875
273	2886875
274	2922875
275	2965750
276	2958375
277	2973375
278	2975250
279	2999875
280	3000000
281	2941500
282	2899875
283	2901250
284	2916625
285	2899875
286	2925000
287	2916625
288	2903750
289	2641625
290	2916375
291	2945250
292	2932875
293	3216500
294	2962000
295	2982625
296	2941500
297	2970250
298	2949875
299	3000000
300	2970000
301	2983250
302	2952125
303	2955000
304	2949500
305	2952500
306	3019750
307	3000000
308	3025125
309	3002750
310	2999875
311	3000000
312	3050000
313	3000000
314	3100000
315	3125000
316	3100000
317	3111250
318	3060875
319	3100000
320	3074875
321	3200000
322	3208000
323	3241750
324	3250000
325	3200125
326	3216500
327	3199875
328	3199875
329	3200000
330	3199875
331	3241625
332	3223500
333	3224750
334	3199875
335	3250500
336	3212125
337	3261625
338	3257250
339	3241625
340	3257625
341	3208250
342	3224875
343	3200000
344	3241750
345	3208250
346	3216500
347	3241375
348	3263875
349	3208250
350	3208250
351	3216750
352	3208250
353	3208125
354	3225750
355	3259625
356	3225000
357	3265250
358	3283625
359	3282875
360	3241625
361	3208250
362	3233250
363	3302875
364	3249875
365	3299375
366	3249625
367	3248750
368	3283500
369	3225000
370	3230750
371	3216750
372	3258375
373	3200000
374	3316750
375	3224750
376	3230250
377	3269250
378	3199875
379	3216750
380	3216750
381	3400375
382	3272125
383	3250250
384	3266875
385	3230000
386	3239250
387	3225125
388	3233375
389	3218625
390	3225500
391	3250125
392	3258500
393	3016625
394	3099875
395	2741625
396	2699875
397	2699875
398	2700000
399	2766375
400	2799875
401	3055875
402	2800000
403	2758000
404	2757250
405	2739750
406	3204125
407	2850125
408	2839875
409	2841375
410	2799875
411	2891625
412	2841625
413	2899875
414	2900000
415	2900000
416	2899875
417	2930750
418	2900000
419	2899875
420	2900000
421	3000000
422	2983375
423	2969500
424	2999875
425	3000000
426	3000000
427	2999875
428	2991250
429	2958250
430	2999875
431	2975000
432	2988625
433	3230750
434	2942125
435	2932875
436	2958375
437	2941750
438	2949750
439	2981375
440	2932250
441	2895500
442	2943375
443	2958375
444	2937750
445	2916750
446	2924875
447	2945625
448	2941250
449	2941750
450	2987500
451	2974750
452	2966500
453	2958500
454	2974000
455	2958250
456	2962250
457	2975375
458	2948125
459	3225000
460	2982750
461	2956500
462	2966750
463	2949875
464	2977250
465	2928375
466	2950000
467	2964500
468	2945000
469	2917125
470	2983250
471	3299875
472	2966500
473	2943875
474	2932875
475	2966750
476	2974750
477	2974750
478	2950000
479	2944625
480	2969500
481	2991625
482	2941750
483	2980875
484	3233500
485	3016625
486	2999875
487	2983375
488	3016500
489	2999875
490	2999875
491	3029750
492	3025125
493	2999875
494	3000000
495	3000000
496	2991625
497	3000000
498	3100000
499	3066625
500	3100000
501	3100000
502	3115375
503	3100000
504	3099875
505	3108125
506	3091625
507	3075000
508	3083250
509	3074875
510	3083500
511	3216250
512	3216375
513	3217500
514	3223250
515	3216375
516	3208250
517	3225125
518	3208250
519	3224875
520	3199875
521	3208000
522	3216750
523	3214375
524	3208125
525	3217125
526	3200125
527	3216625
528	3207500
529	3254250
530	3225250
531	3232750
532	3233250
533	3216375
534	3281500
535	3300125
536	3232375
537	3241000
538	3241250
539	3260500
540	3249250
541	3266000
542	3237625
543	3241375
544	3249625
545	3274750
546	3233250
547	3260125
548	3245625
549	3233125
550	3250000
551	3226875
552	3249750
553	3249625
554	3249625
555	3233500
556	3242875
557	3244500
558	3251625
559	3240375
560	3233125
561	3258750
562	3233000
563	3266375
564	3235250
565	3242000
566	3280875
567	3233500
568	3266625
569	3233375
570	3233125
571	3324375
572	3355750
573	3249750
574	3208375
575	3233375
576	3268250
577	3216625
578	3257375
579	3249875
580	3263000
581	3208250
582	3200000
583	3200000
584	3252750
585	3216625
586	3200000
587	3208250
588	3200000
589	3208375
590	3208500
591	3266875
592	3199875
593	3200000
594	3200000
595	3199875
596	3199875
597	3200000
598	3208250
599	3200000
600	3202625
601	3200000
602	3199875
603	3199875
604	3281625
605	3208250
606	3239125
607	3216375
608	3208125
609	3208375
610	3208250
611	3299875
612	3211625
613	3257750
614	3208125
615	3216750
616	3258750
617	3218000
618	3220125
619	3260500
620	3250500
621	3325250
622	3258250
623	3283375
624	3246000
625	3349375
626	3233125
627	3233500
628	3266250
629	3216500
630	3250625
631	3336875
632	3249125
633	3241625
634	3249875
635	3268375
636	3264000
637	3208125
638	3250250
639	3232875
640	3199875
641	3200000
642	3217625
643	3199875
644	3200000
645	3200000
646	3200000
647	3199875
648	3199875
649	3208250
650	3249625
651	3250125
652	3266375
653	3208250
654	3208250
655	3249750
656	3211000
657	3257875
658	3208375
659	3249875
660	3216625
661	3216625
662	3253625
663	3225000
664	3208125
665	3208375
666	3342125
667	3311000
668	3208250
669	3216375
670	3250375
671	3211500
672	3210125
673	3216625
674	3266625
675	3258375
676	3240500
677	3224250
678	3241500
679	3208250
680	3208125
681	3250125
682	3251375
683	3233000
684	3208125
685	3258250
686	3199875
687	3240125
688	2900000
689	3199875
690	3233500
691	3231375
692	3208250
693	3225625
694	3233250
695	3229625
696	3233250
697	3227000
698	3219750
699	3224750
700	3241750
701	3199875
702	3199875
703	3199875
704	3208125
705	3199875
706	3200000
707	3174875
708	3199875
709	3200000
710	3202500
711	3208375
712	3216625
713	3233125
714	3250375
715	3266500
716	3000000
717	2766375
718	2733125
719	2689500
720	2999875
721	2699875
722	2700000
723	2700000
724	2778625
725	2800000
726	2800000
727	2799875
728	2758375
729	3091500
730	2799875
731	2791500
732	2758000
733	2762625
734	2800000
735	2799875
736	2799875
737	2775250
738	2799875
739	2845375
740	2867625
741	2858500
742	2799875
743	2875875
744	2877375
745	2883500
746	2832750
747	2852125
748	2891875
749	2850250
750	2880625
751	2861375
752	2833125
753	2902500
754	2930625
755	2958250
756	2900000
757	2919125
758	2933500
759	2908125
760	2900000
761	2933375
762	2900000
763	2941750
764	2900000
765	2916625
766	2933500
767	2900000
768	2975000
769	2956750
770	2966625
771	2974625
772	2999875
773	2983250
774	2958000
775	2958125
776	2909500
777	2979125
778	2999875
779	3000000
780	3204250
781	2999875
782	3000000
783	3000000
784	2999875
785	3000000
786	2999875
787	2974875
788	2966750
789	2937000
790	3000000
791	2966625
792	2958125
793	3225500
794	2944125
795	2928125
796	2932875
797	2899875
798	2933250
799	2958500
800	2930500
801	2925000
802	2899875
803	2955625
804	2900000
805	2958375
806	2936125
807	2933250
808	2966500
809	2941750
810	2900000
811	2900000
812	2908250
813	2908250
814	2924500
815	2950000
816	2935375
817	2940750
818	2912875
819	2906000
820	2900000
821	2929500
822	2925125
823	2899875
824	2941500
825	2966625
826	2982125
827	2962125
828	2966625
829	2966625
830	2958250
831	2984750
832	2950000
833	2962375
834	2965625
835	2940000
836	2962125
837	2958250
838	2985000
839	2991750
840	2984250
841	2989750
842	2975000
843	2983375
844	2998125
845	3245000
846	2975000
847	2943875
848	2938375
849	2925125
850	2925000
851	2947250
852	2916375
