Size of memory array: 1024
   1024	      4		   3
   1024	      8		   3
   1024	     16		   2
   1024	     32		   2
   1024	     64		   2
   1024	    128		   2
   1024	    256		   1
   1024	    512		   3
Size of memory array: 2048
   2048	      4		   3
   2048	      8		   3
   2048	     16		   2
   2048	     32		   2
   2048	     64		   2
   2048	    128		   2
   2048	    256		   3
   2048	    512		   2
   2048	   1024		   2
Size of memory array: 4096
   4096	      4		   3
   4096	      8		   3
   4096	     16		   3
   4096	     32		   3
   4096	     64		   2
   4096	    128		   2
   4096	    256		   2
   4096	    512		   3
   4096	   1024		   1
   4096	   2048		   2
Size of memory array: 8192
   8192	      4		   3
   8192	      8		   3
   8192	     16		   3
   8192	     32		   3
   8192	     64		   3
   8192	    128		   2
   8192	    256		   2
   8192	    512		   2
   8192	   1024		   2
   8192	   2048		   2
   8192	   4096		   3
Size of memory array: 16384
  16384	      4		   3
  16384	      8		   3
  16384	     16		   3
  16384	     32		   3
  16384	     64		   3
  16384	    128		   3
  16384	    256		   2
  16384	    512		   3
  16384	   1024		   3
  16384	   2048		   4
  16384	   4096		   3
  16384	   8192		   3
Size of memory array: 32768
  32768	      4		   3
  32768	      8		   3
  32768	     16		   3
  32768	     32		   3
  32768	     64		   3
  32768	    128		   3
  32768	    256		   2
  32768	    512		   2
  32768	   1024		   3
  32768	   2048		   4
  32768	   4096		   5
  32768	   8192		   3
  32768	  16384		   3
Size of memory array: 65536
  65536	      4		   3
  65536	      8		   3
  65536	     16		   3
  65536	     32		   5
  65536	     64		  12
  65536	    128		  12
  65536	    256		  12
  65536	    512		  12
  65536	   1024		  20
  65536	   2048		  17
  65536	   4096		  26
  65536	   8192		   5
  65536	  16384		   3
  65536	  32768		   4
Size of memory array: 131072
 131072	      4		   3
 131072	      8		   3
 131072	     16		   3
 131072	     32		   5
 131072	     64		  12
 131072	    128		  12
 131072	    256		  12
 131072	    512		  12
 131072	   1024		  21
 131072	   2048		  30
 131072	   4096		  34
 131072	   8192		  26
 131072	  16384		   5
 131072	  32768		   4
 131072	  65536		   4
Size of memory array: 262144
 262144	      4		   3
 262144	      8		   3
 262144	     16		   3
 262144	     32		   5
 262144	     64		  13
 262144	    128		  13
 262144	    256		  13
 262144	    512		  12
 262144	   1024		  23
 262144	   2048		  31
 262144	   4096		  43
 262144	   8192		  42
 262144	  16384		  25
 262144	  32768		   5
 262144	  65536		   4
 262144	 131072		   4
Size of memory array: 524288
 524288	      4		   3
 524288	      8		   3
 524288	     16		   3
 524288	     32		   7
 524288	     64		  15
 524288	    128		  16
 524288	    256		  18
 524288	    512		  14
 524288	   1024		  24
 524288	   2048		  32
 524288	   4096		  51
 524288	   8192		  46
 524288	  16384		  48
 524288	  32768		  30
 524288	  65536		   9
 524288	 131072		   4
 524288	 262144		   3
Size of memory array: 1048576
1048576	      4		   3
1048576	      8		   3
1048576	     16		   3
1048576	     32		   7
1048576	     64		  15
1048576	    128		  17
1048576	    256		  19
1048576	    512		  14
1048576	   1024		  24
1048576	   2048		  32
1048576	   4096		  51
1048576	   8192		  51
1048576	  16384		  50
1048576	  32768		  43
1048576	  65536		  30
1048576	 131072		   9
1048576	 262144		   3
1048576	 524288		   3
Size of memory array: 2097152
2097152	      4		   3
2097152	      8		   3
2097152	     16		   3
2097152	     32		   7
2097152	     64		  16
2097152	    128		  18
2097152	    256		  19
2097152	    512		  14
2097152	   1024		  24
2097152	   2048		  32
2097152	   4096		  52
2097152	   8192		  52
2097152	  16384		  52
2097152	  32768		  48
2097152	  65536		  43
2097152	 131072		  31
2097152	 262144		   9
2097152	 524288		   3
2097152	1048576		   3
Size of memory array: 4194304
4194304	      4		   3
4194304	      8		   3
4194304	     16		   3
4194304	     32		   7
4194304	     64		  16
4194304	    128		  17
4194304	    256		  19
4194304	    512		  15
4194304	   1024		  23
4194304	   2048		  32
4194304	   4096		  53
4194304	   8192		  52
4194304	  16384		  52
4194304	  32768		  49
4194304	  65536		  47
4194304	 131072		  49
4194304	 262144		  37
4194304	 524288		   5
4194304	1048576		  13
4194304	2097152		   4
Size of memory array: 8388608
8388608	      4		   2
8388608	      8		   3
8388608	     16		   3
8388608	     32		   8
8388608	     64		  17
8388608	    128		  19
8388608	    256		  20
8388608	    512		  15
8388608	   1024		  25
8388608	   2048		  33
8388608	   4096		  54
8388608	   8192		  53
8388608	  16384		  53
8388608	  32768		  55
8388608	  65536		  51
8388608	 131072		  45
8388608	 262144		  44
8388608	 524288		  48
8388608	1048576		  22
8388608	2097152		  21
8388608	4194304		   4
Size of memory array: 16777216
16777216	      4		   2
16777216	      8		   2
16777216	     16		   4
16777216	     32		  10
16777216	     64		  20
16777216	    128		  24
16777216	    256		  26
16777216	    512		  20
16777216	   1024		  27
16777216	   2048		  36
16777216	   4096		  58
16777216	   8192		  60
16777216	  16384		  60
16777216	  32768		  66
16777216	  65536		  69
16777216	 131072		  62
16777216	 262144		  42
16777216	 524288		  63
16777216	1048576		  86
16777216	2097152		  26
16777216	4194304		  21
16777216	8388608		   3
Size of memory array: 33554432
33554432	      4		   2
33554432	      8		   2
33554432	     16		   4
33554432	     32		  11
33554432	     64		  23
33554432	    128		  27
33554432	    256		  29
33554432	    512		  24
33554432	   1024		  28
33554432	   2048		  38
33554432	   4096		  56
33554432	   8192		  56
33554432	  16384		  56
33554432	  32768		  58
33554432	  65536		  59
33554432	 131072		  54
33554432	 262144		  63
33554432	 524288		  66
33554432	1048576		 118
33554432	2097152		  97
33554432	4194304		  27
33554432	8388608		  21
33554432	16777216		   3
Size of memory array: 67108864
67108864	      4		   2
67108864	      8		   2
67108864	     16		   4
67108864	     32		  10
67108864	     64		  23
67108864	    128		  29
67108864	    256		  31
67108864	    512		  26
67108864	   1024		  28
67108864	   2048		  38
67108864	   4096		  56
67108864	   8192		  56
67108864	  16384		  56
67108864	  32768		  59
67108864	  65536		  60
67108864	 131072		  55
67108864	 262144		  64
67108864	 524288		 109
67108864	1048576		 136
67108864	2097152		 121
67108864	4194304		  96
67108864	8388608		  26
67108864	16777216		  21
67108864	33554432		   3
Size of memory array: 134217728
134217728	      4		   2
