#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	2138750
1	2293000
2	2083750
3	2000125
4	1925750
5	1943375
6	1960875
7	2269750
8	2071875
9	2141375
10	2165750
11	2103250
12	2124250
13	2066375
14	2028500
15	2040875
16	2000125
17	2177875
18	2047000
19	2101250
20	2055000
21	2272250
22	2300000
23	2228250
24	2250375
25	1962750
26	2132875
27	2049000
28	2100250
29	2100250
30	2148875
31	2100125
32	2067500
33	2245000
34	1993875
35	2087875
36	2000250
37	2035875
38	2114375
39	2200250
40	2381375
41	2194000
42	2007375
43	2000125
44	1949375
45	1900250
46	1930875
47	2239000
48	2300000
49	2144125
50	2129000
51	2100125
52	2299750
53	2137750
54	2249875
55	1900375
56	1914875
57	1934500
58	2046500
59	2200125
60	1968875
61	1892750
62	1800375
63	2038875
64	1900250
65	1869000
66	1900000
67	2066750
68	2053625
69	2000000
70	2059500
71	2400250
72	1894000
73	1900250
74	1923750
75	1854000
76	1925875
77	1978875
78	1959250
79	2040500
80	2100250
81	2012500
82	2400250
83	1800125
84	1800250
85	1827125
86	1800125
87	1900125
88	1939875
89	2031125
90	1913875
91	2308000
92	2313375
93	1907125
94	1700000
95	1778625
96	1806375
97	1851750
98	1885125
99	2000125
100	2063125
101	2141250
102	2034125
103	2299875
104	2300000
105	1862625
106	1800125
107	1758375
108	2357250
109	1814000
110	1853000
111	1953750
112	2100250
113	2100250
114	2100250
115	2212625
116	2300125
117	1967250
118	1820750
119	2262125
120	1800250
121	1865250
122	1800125
123	1894500
124	2096625
125	2200125
126	2100125
127	2100125
128	2100125
129	2393000
130	2221000
131	1868125
132	1729375
133	1768000
134	1800250
135	1810375
136	1907375
137	1971875
138	2100125
139	2040625
140	2000125
141	1987875
142	2100250
143	2200500
144	2100250
145	1966125
146	1900000
147	1763625
148	1700000
149	1800000
150	1800000
151	1806250
152	1900125
153	1944250
154	1986375
155	2000125
156	2000125
157	2011125
158	2165250
159	2370875
160	2100125
161	1898625
162	1800000
163	1700000
164	1790875
165	1800000
166	1882250
167	1900125
168	1900000
169	1940625
170	1944000
171	1907000
172	2000125
173	2100125
174	2155000
175	2259125
176	2299875
177	2400375
178	2100250
179	1900125
180	1789250
181	1700000
182	1800000
183	1827375
184	2035375
185	2036375
186	1979250
187	1928250
188	1919250
189	2000250
190	1900250
191	1942000
192	1939000
193	1897375
194	1956250
195	2100125
196	2055125
197	2200250
198	2300375
199	2312125
200	2400250
201	2329750
202	2339750
203	2300375
204	2100125
205	2400250
206	2213750
207	2160500
208	2200625
209	2239000
210	1800125
211	1800125
212	1899750
213	1825375
214	1900000
215	1897250
216	1957750
217	2179250
218	1900000
219	1900250
220	1900125
221	1899875
222	1957000
223	1900125
224	1970125
225	1928125
226	1924500
227	1930875
228	1910625
229	1941000
230	1937500
231	1953750
232	1926000
233	2000250
234	2000250
235	2104750
236	2100000
