#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	2488750
1	2618750
2	2641875
3	2599875
4	2299875
5	2325000
6	2324750
7	2455250
8	2624875
9	2624875
10	2653125
11	2650000
12	2599250
13	2600000
14	2583375
15	2600000
16	2695875
17	2666500
18	2699875
19	2700000
20	2683250
21	2668750
22	2399875
23	2299875
24	2300000
25	2328125
26	2400000
27	2500000
28	2475000
29	2458125
30	2466625
31	2458375
32	2657625
33	2646625
34	2633375
35	2200000
36	2383250
37	2459875
38	2483500
39	2491500
40	2473750
41	2699875
42	2654375
43	2375125
44	2300000
45	2279750
46	2299875
47	2498000
48	2694875
49	2708250
50	2486375
51	2416625
52	2424750
53	2383375
54	2639250
55	2649750
56	2300000
57	2275000
58	2375875
59	2699875
60	2699875
61	2200000
62	2128750
63	2200000
64	2182000
65	2162625
66	2240375
67	2424875
68	2366625
69	2433125
70	2383250
71	2300000
72	2700000
73	2216750
74	2166500
75	2125000
76	2200000
77	2300000
78	2432750
79	2641875
80	2441750
81	2400000
82	2699875
83	2110000
84	2166500
85	2199875
86	2191750
87	2200000
88	2300000
89	2433250
90	2318375
91	2641375
92	2307500
93	2200000
94	2069750
95	2099875
96	2169125
97	2127125
98	2199875
99	2484250
100	2401000
101	2499250
102	2400000
103	2628375
104	2700125
105	2200125
106	2055250
107	2099750
108	2143500
109	2133000
110	2265750
111	2363500
112	2500250
113	2599875
114	2447875
115	2400750
116	2699625
117	2369875
118	2227625
119	2099375
120	2163875
121	2171750
122	2158625
123	2199875
124	2432875
125	2471375
126	2500250
127	2538875
128	2400250
129	2399125
130	2659875
131	2699500
132	2699000
133	2100375
134	2100250
135	2106250
136	2475375
137	2307500
138	2400375
139	2426625
140	2400375
141	2400750
142	2404375
143	2700625
144	2432500
145	2299125
146	2200000
147	2020000
148	2107250
149	2131000
150	2522000
151	2200125
152	2399125
153	2400500
154	2400000
155	2405875
156	2407875
157	2500250
158	2601125
159	2781875
160	2508625
161	2701500
162	2662125
163	2724750
164	2165875
165	2240875
166	2349250
167	2300625
168	2299875
169	2365375
170	2400250
171	2361000
172	2399500
173	2526000
174	2600750
175	2699750
176	2709625
177	2772250
178	2500500
179	2235875
180	2193000
181	2200375
182	2200125
183	2300000
184	2420500
185	2338250
186	2299625
187	2328000
188	2371875
189	2563375
190	2399875
191	2372000
192	2400500
193	2408250
194	2434250
195	2574125
196	2548375
197	2609375
198	2637625
199	2667500
200	2701250
201	2699375
202	2700750
203	2700750
204	2700125
205	2200000
206	2279250
207	2119250
208	2099875
209	2199750
210	2181750
211	2286875
212	2299750
213	2306250
214	2320125
215	2399875
216	2336000
217	2399875
218	2373875
219	2326000
220	2310000
221	2347125
222	2309375
223	2300375
224	2362500
225	2335750
226	2371375
227	2466500
228	2309500
229	2368875
230	2447375
231	2399250
232	2499500
233	2560375
234	2524875
235	2611125
236	2643375
237	2636750
238	2689750
239	2700250
240	2701375
241	2659625
242	2670875
243	2579500
244	2721000
245	2720125
246	2799250
247	2760750
248	2730125
249	2734125
250	2790125
251	2700000
252	2700875
253	2700000
254	2746375
255	2718875
256	2538000
257	2281250
258	2100250
259	2126750
260	2199750
261	2699875
262	2200125
263	2200000
264	2292750
265	2299875
266	2300000
267	2300125
268	2300000
269	2305625
270	2394000
271	2351000
272	2399625
273	2399625
274	2399875
275	2400000
276	2400000
277	2400875
278	2800625
279	2330875
280	2326875
281	2305625
282	2334625
283	2370625
284	2368125
285	2401125
286	2341750
287	2338625
288	2325750
289	2333250
290	2401375
291	2299750
292	2371750
293	2300250
294	2364500
295	2299875
296	2371500
297	2522750
298	2377750
299	2333000
300	2369500
301	2299500
302	2332625
303	2399750
304	2400000
305	2400250
306	2399375
307	2399875
308	2502000
309	2499750
310	2526625
311	2503250
312	2582375
313	2557625
314	2627375
315	2688125
316	2630250
317	2639500
318	2637875
319	2674125
320	2665125
321	2641375
322	2663125
323	2796500
324	2700000
325	2698500
326	2700375
327	2780125
328	2698125
329	2730375
330	2700250
331	2700375
332	2700500
333	2699750
334	2726875
335	2698500
336	2771250
337	2799375
338	2800625
339	2800625
340	2800125
341	2791375
342	2800250
343	2800000
344	2799750
345	2800250
346	2772250
347	2800125
348	2800625
349	2800250
350	2799375
351	2800500
352	2800625
353	2800375
354	2799875
355	2799875
356	2800750
357	2801750
358	2800625
359	2799375
360	2761750
361	2729625
362	2734250
363	2799875
364	2727375
365	2733625
366	2729375
367	2790375
368	2735750
369	2733000
370	2500500
371	2748750
372	2760875
373	2710125
374	2732125
375	2751000
376	2738875
377	2765875
378	2701125
379	2701250
380	2699375
381	2700000
382	2700125
383	2701125
384	2743750
385	2700250
386	2701375
387	2699625
388	2499875
389	2235875
390	2609250
391	2187875
392	2135125
393	2600250
394	2192375
395	2199875
396	2200000
397	2200000
398	2200000
399	2200000
400	2200000
401	2168750
402	2200000
403	2256500
404	2264750
405	2259375
406	2262250
407	2257875
408	2266875
409	2311125
410	2300000
411	2299875
412	2300000
413	2299875
414	2299875
415	2336750
416	2300250
417	2399500
418	2373250
419	2399750
420	2400000
421	2365875
422	2400000
423	2311125
424	2357750
425	2334625
426	2329000
427	2358625
428	2400375
429	2366875
430	2600125
431	2241125
432	2393375
433	2299750
434	2339500
435	2339625
436	2326625
437	2336625
438	2363125
439	2300250
440	2327375
441	2358125
442	2300125
443	2299750
444	2361875
445	2299500
446	2304125
447	2300875
448	2293625
449	2299875
