#Size of memory array: 134217728
134217728	      4		   2
134217728	      8		   2
134217728	     16		   4
134217728	     32		   9
134217728	     64		  20
134217728	    128		  25
134217728	    256		  27
134217728	    512		  22
134217728	   1024		  23
134217728	   2048		  31
134217728	   4096		  41
134217728	   8192		  42
134217728	  16384		  42
134217728	  32768		  43
134217728	  65536		  45
134217728	 131072		  42
134217728	 262144		  50
134217728	 524288		  77
134217728	1048576		 127
134217728	2097152		  90
134217728	4194304		  70
134217728	8388608		  57
134217728	16777216		  15
134217728	33554432		  12
134217728	67108864		   2
