#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	1712500
1	1899750
2	1800500
3	1699875
4	1626000
5	1691125
6	1700625
7	1917000
8	1907250
9	1799875
10	1800500
11	1800000
12	1699750
13	1670000
14	1624000
15	1399875
16	1624375
17	1707250
18	1800000
19	1800125
20	1800500
21	1771000
22	1799500
23	1806250
24	1899375
25	1900125
26	2000250
27	1999375
28	1956125
29	1975500
30	1799750
31	1800750
32	1770375
33	1669375
34	1671250
35	1666125
36	2000125
37	2000000
38	2000000
39	1800000
40	1755250
41	1800625
42	1764625
43	1900625
44	1900125
45	1699875
46	1692500
47	1700375
48	1800250
49	1799625
50	1932625
51	2016375
52	1736750
53	1761125
54	1772875
55	1707500
56	1664375
57	1862625
58	1798625
59	1800000
60	1730125
61	1789875
62	1925625
63	1604875
64	1627500
65	1581875
66	1612125
67	1759125
68	1699625
69	2012750
70	1839375
71	1699875
72	1600125
73	1581000
74	1807875
75	1533750
76	1600125
77	1673500
78	1799750
79	1622500
80	1999875
81	1880750
82	1600125
83	1500000
84	1523250
85	1583375
86	1608375
87	1632125
88	1676250
89	1700000
90	1773000
91	1780125
92	1813125
93	1723625
94	1683375
95	1768125
96	1545375
97	1549125
98	1599875
99	1662250
100	1733125
101	1807375
102	1800125
103	1700000
104	1800125
105	1700250
106	2064125
107	1489625
108	1499875
109	1577500
110	1500125
111	1673500
112	1840250
113	1826375
114	1830500
115	1834750
116	1700125
117	1962375
118	2031000
119	1466375
120	1499750
121	1500125
122	1772625
123	1537125
124	1652750
125	1900625
126	1808500
127	1800375
128	1800375
129	1878375
130	1800125
131	1700125
132	1603375
133	1564500
134	1500000
135	1499875
136	1499875
137	1600000
138	1799500
139	1700000
140	1734000
141	1725750
142	1699875
143	1718375
144	2000250
145	1899875
146	1999875
147	1646000
148	1499875
149	1499875
150	1590250
151	1531625
152	1662000
153	1699375
154	1708625
155	1699875
156	1799500
157	1865125
158	1900750
159	1999500
160	2028000
161	1733375
162	1600250
163	1472375
164	1500125
165	1462375
166	1664625
167	1629625
168	1572125
169	1640000
170	1663625
171	1627125
172	1761750
173	1800500
174	1763000
175	1844125
176	1900375
177	1969625
178	2072500
179	2013875
180	1900625
181	1699875
182	1954375
183	1653125
184	1533500
185	1571250
186	1600000
187	1733125
188	1673625
189	1632250
190	1634500
191	1605625
192	1662000
193	1643875
194	1691500
195	1670750
196	1800250
197	1699750
198	1800125
199	1800250
200	1900000
201	1899500
202	2000500
203	2027625
204	2025125
205	1952750
206	2000500
207	2099375
208	2100375
209	2100000
210	1871625
211	1600250
212	1500000
213	1499750
214	1500000
215	1661750
216	1500000
217	1499875
218	1567500
219	1636000
220	1600000
221	1600250
222	1659500
223	1672000
224	1626750
225	1576625
226	1600000
227	2000250
228	1600125
229	1633250
230	1600125
231	1662750
232	1633625
233	1617750
234	1670250
235	1669250
236	1669125
237	1659750
238	1633500
239	1663125
240	1699500
241	1699750
242	1699375
243	1999875
244	1800750
245	1774250
246	1799375
247	1900000
248	1935375
249	1800250
250	1900250
251	2000250
252	2000250
253	1999875
254	2000375
255	2000125
256	2108625
257	2164625
258	2161500
259	1899875
260	1828500
261	2099875
262	2100125
263	2101000
264	2100250
265	2136500
266	2099750
267	2099875
268	2095125
269	2075000
270	2099875
271	2128625
272	2099625
273	1925750
274	1638250
275	1536250
276	2000250
277	1499875
278	1560125
279	2005625
280	1536625
281	1571250
282	1530875
283	1599875
284	1599875
285	1400000
286	1560250
287	1630125
288	1600000
289	1599875
290	1600125
291	1600125
292	1665875
293	1700375
294	1699875
295	1700250
296	1663625
297	1699875
298	1660875
299	1674000
300	1626875
301	1600000
302	1627250
303	1600125
304	1620625
305	1672875
306	1635250
307	1661875
308	1645875
309	1642250
310	1700125
311	1699625
312	1661000
313	1624625
314	1630750
315	1663250
316	1664250
317	1668375
318	1635375
319	1670875
320	1671500
321	1670375
322	1608500
323	1661875
324	1658625
325	1654750
326	1607750
327	1655625
328	1668750
329	1700250
330	1700750
331	1700250
332	1699875
333	1700000
334	1700000
335	1699875
336	1799875
337	1800000
338	1832125
339	1799750
340	1799625
341	1800125
342	1828000
343	1962750
344	1899875
345	1973375
346	1929500
347	1900500
348	1906625
349	1900250
350	1900500
351	1990000
352	2068250
353	2028000
354	2008375
355	2050625
356	2000125
357	2052375
358	2000000
359	2000250
360	2061375
361	2008500
362	1999750
363	2024500
364	2061250
365	2099750
366	2099625
367	2107750
368	2099875
369	2065000
370	2100625
371	2099750
372	2100250
373	2100500
374	2162875
375	2133000
376	2144250
377	2170500
378	2099625
379	2127750
380	2100125
381	2100500
382	2131250
383	2173125
384	2142250
385	2099750
386	2126000
387	2167875
388	2106500
389	2161875
390	2101875
391	2108750
392	2100375
393	2099625
394	2100125
395	2093250
396	2099625
397	2100125
398	2134000
399	2070375
400	2100500
401	2037000
402	2073250
403	2164875
404	2100125
405	2100250
406	2130750
407	2101750
408	2100250
409	2100125
410	2100125
411	2099875
412	2087250
413	1999750
414	2092875
415	2099625
416	2100625
417	2099750
418	2056375
419	2089000
420	2088125
421	2099875
422	2099750
423	2100375
424	2146250
425	1899750
426	1944125
427	1700125
428	1500125
429	1887625
430	1499875
431	1988375
432	1548500
433	1499625
434	1500000
435	1512250
436	1500125
437	1500250
438	1500000
439	1499875
440	1499875
441	1538375
442	1526750
443	1592375
444	1569625
445	1545375
446	1584375
447	1565875
448	1579250
449	1593000
450	1992125
451	1600125
452	1600000
453	1600375
454	1599625
455	1600125
456	1676875
457	1600000
458	1600125
459	2056250
460	1682750
461	1700500
462	1697625
463	1649750
464	1663000
465	1606250
466	1600125
467	1626750
468	1641375
469	1600125
470	1642375
471	1673500
472	1700125
473	1608625
474	1697000
475	1650000
476	1600375
477	1607625
478	1600125
479	1600000
480	1600000
481	1634500
482	1600625
483	1599750
484	2037250
