#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	3220625
1	3226750
2	3210375
3	3183000
4	3115125
5	3119000
6	3300875
7	3341875
8	3368125
9	3257875
10	3244250
11	3264250
12	3200000
13	3196625
14	3100000
15	3360500
16	3124375
17	3400375
18	3267750
19	3400000
20	3268000
21	3247125
22	3217375
23	3139250
24	3115250
25	3100250
26	3124000
27	3248250
28	3267125
29	3285500
30	3297625
31	3215375
32	3231125
33	3313750
34	3218375
35	3347625
36	3048625
37	3193500
38	3200375
39	3362000
40	3206875
41	3301125
42	3323000
43	3200250
44	3200375
45	3100125
46	3259875
47	3043375
48	3200375
49	3284875
50	3408000
51	3300250
52	3483625
53	3446375
54	3210750
55	3395500
56	3192875
57	3113625
58	3124500
59	3200125
60	3272250
61	3231625
62	3171875
63	3091000
64	3486500
65	3430250
66	3094750
67	3173375
68	3200125
69	3146625
70	3269625
71	3333375
72	3339000
73	3091000
74	3049000
75	3100125
76	3100125
77	3075375
78	3227125
79	3241625
80	3120875
81	3221000
82	3400375
83	3110875
84	3014250
85	2969625
86	3059000
87	3000750
88	3025000
89	3118125
90	3259250
91	3281625
92	3209875
93	3374250
94	3427625
95	3100625
96	3463625
97	2999875
98	3000500
99	3000500
100	3200250
101	3299875
102	3281625
103	3300375
104	3200250
105	3300625
106	3137250
107	3012500
108	3399875
109	2965500
110	3022500
111	3012000
112	3100000
113	3300375
114	3361125
115	3300375
116	3271000
117	3200250
118	3240875
119	3133750
120	3406750
121	2900125
122	2972375
123	3060375
124	2969625
125	3194625
126	3268625
127	3300625
128	3226500
129	3272000
130	3400375
131	3300250
132	3200250
133	3066875
134	3012875
135	3532125
136	3045000
137	3032000
138	3100375
139	3116375
140	3199875
141	3200375
142	3200250
143	3280375
144	3125375
145	3400000
146	3323875
147	3038625
148	3000125
149	3000000
150	3000250
151	3069875
152	3100375
153	3161375
154	3200375
155	3200000
156	3214000
157	3212750
158	3222125
159	3331375
160	3476625
161	3273375
162	3100250
163	3577750
164	3100000
165	3097500
166	3135875
167	3191750
168	3291750
169	3185500
170	3281875
171	3278375
172	3298125
173	3292500
174	3365000
175	3300875
176	3458375
177	3489375
178	3434875
179	3029625
180	3100250
181	3171625
182	3100250
183	3134250
184	3155500
185	3200125
186	3294375
187	3238875
188	3209750
189	3278375
190	3289750
191	3301250
192	3274000
193	3301625
194	3301500
195	3401000
196	3336250
197	3489375
198	3426375
199	3428875
200	3459750
201	3450250
202	3456000
203	3499750
204	3287250
205	3100375
206	3090875
207	3100125
208	3155875
209	3147250
210	3200125
211	3231375
212	3228000
213	3300875
214	3388375
215	3273000
216	3301375
217	3200125
218	3274250
219	3245000
220	3286500
221	3243375
222	3300500
223	3268000
224	3271125
225	3270125
226	3272000
227	3300625
228	3290250
229	3300250
230	3301000
231	3300625
232	3354875
233	3334125
234	3399875
235	3394625
236	3432000
237	3424250
238	3446500
239	3400125
240	3427125
241	3490250
242	3485750
243	3499500
244	3499375
245	3499000
246	3499500
247	3499750
248	3500000
249	3500000
250	3499375
251	3444125
252	3481375
253	3428875
254	3464375
255	3446750
256	3423875
257	3484875
258	3300250
259	3128625
260	3096375
261	3100000
262	3101625
263	3150750
264	3182750
265	3139750
266	3200125
267	3200000
268	3169375
269	3230500
270	3299875
271	3200000
272	3246125
273	3296375
274	3300250
275	3327750
276	3300250
277	3296000
278	3276625
279	3246750
280	3274375
281	3279500
282	3214750
283	3253000
284	3218750
285	3266000
286	3346875
287	3298500
288	3301000
289	3264875
290	3223500
291	3255000
292	3264500
293	3211625
294	3273500
295	3292000
296	3278375
297	3233875
298	3283875
299	3300750
300	3204625
301	3258500
302	3300875
303	3300375
304	3338250
305	3300875
306	3325250
307	3266750
308	3209500
309	3372375
310	3356375
311	3363500
312	3330750
313	3372500
314	3373375
315	3407875
316	3400000
317	3425750
318	3466000
319	3424625
320	3476625
321	3434375
322	3406000
323	3473500
324	3470250
325	3470875
326	3458875
327	3480625
328	3499500
329	3441125
330	3500000
331	3480750
332	3499250
333	3494000
334	3500875
335	3500000
336	3500000
337	3564000
338	3529000
339	3500000
340	3517250
341	3502750
342	3551375
343	3535750
344	3516750
345	3500500
346	3531500
347	3501500
348	3513375
349	3507500
350	3555500
351	3500250
352	3528000
353	3547125
354	3300875
355	3548625
356	3525750
357	3534750
358	3570375
359	3512500
360	3506625
361	3482750
362	3500375
363	3513250
364	3500000
365	3500000
366	3486750
367	3483875
368	3500000
369	3494000
370	3500500
371	3477250
372	3446625
373	3499875
374	3409750
375	3467750
376	3499875
377	3448750
378	3457250
379	3449500
380	3424250
381	3437375
382	3422875
383	3468500
384	3458250
385	3301500
386	3100375
387	3006500
388	3104750
389	3100000
390	3137500
391	3100000
392	3319125
393	3100000
394	3100000
395	3100000
396	3100125
397	3100125
398	3158250
399	3172500
400	3148000
401	3147250
402	3200000
403	3184250
404	3262875
405	3233625
406	3245250
407	3214125
408	3214000
409	3200250
410	3200000
411	3261125
412	3270750
413	3255000
414	3300125
415	3300000
416	3246500
417	3300375
418	3301000
419	3300250
420	3300250
421	3254000
422	3273375
423	3248625
424	3416125
425	3253875
426	3225750
427	3256750
428	3239000
429	3268250
430	3255125
431	3208000
432	3276750
433	3273750
434	3223875
435	3256125
436	3287375
437	3268125
438	3260875
439	3200375
440	3249500
441	3229250
442	3245250
443	3254625
444	3230000
445	3223875
446	3255000
447	3286125
448	3291500
449	3265250
450	3207375
451	3271250
452	3271625
453	3259250
454	3253875
455	3287750
456	3200125
457	3315000
458	3207250
459	3256625
460	3258875
461	3241250
462	3200375
463	3215250
464	3202875
465	3225625
466	3301750
467	3219750
468	3300500
469	3300625
470	3300375
471	3279125
472	3300250
473	3301375
474	3249250
475	3285875
476	3353250
477	3344750
478	3382375
479	3356500
480	3351000
481	3331375
482	3383875
483	3365875
484	3313500
485	3358625
486	3359500
487	3440125
488	3413125
489	3400250
490	3478125
491	3486500
492	3411375
493	3493375
494	3239250
495	3429875
496	3399375
497	3399625
498	3487625
499	3460875
500	3443750
501	3492375
502	3486500
503	3425250
504	3405875
505	3401125
506	3460875
507	3486125
508	3439750
509	3501625
510	3500250
511	3500000
512	3494625
513	3471250
514	3476000
515	3498000
516	3440500
517	3471375
518	3492750
519	3471625
520	3493375
521	3453125
522	3476375
523	3448375
524	3440000
525	3469500
526	3500375
527	3500250
528	3467000
529	3500000
530	3499500
531	3491500
532	3465500
533	3495500
534	3215125
535	3457750
536	3435000
537	3472375
538	3500250
539	3500000
540	3513250
541	3500250
542	3504250
543	3526750
544	3513125
545	3522250
546	3500500
547	3528125
548	3512250
549	3559500
550	3501125
551	3549875
552	3499875
553	3517625
554	3504000
555	3553625
556	3595375
557	3528625
558	3525875
559	3500125
560	3499625
561	3500375
562	3576500
563	3510125
564	3500125
565	3504875
566	3500500
567	3500750
568	3499875
569	3500625
570	3530000
571	3528000
572	3498500
573	3509250
574	3499250
575	3518125
576	3500000
577	3499875
578	3499375
579	3425375
580	3499875
581	3517500
582	3529000
583	3512750
584	3500000
585	3504625
586	3499125
587	3523750
588	3528875
589	3530500
590	3504625
591	3499750
592	3499250
593	3500125
594	3512625
595	3542875
596	3535875
597	3520250
598	3511250
599	3523125
600	3499625
601	3493500
602	3500000
603	3500500
604	3500125
605	3504750
606	3499875
607	3513875
608	3499750
609	3561500
610	3500000
611	3513375
612	3519125
613	3500000
614	3515250
615	3500000
616	3499875
617	3500000
618	3499750
619	3553750
620	3524375
621	3505000
622	3499500
623	3574500
624	3499625
625	3500250
626	3545875
627	3499250
628	3506750
629	3500250
630	3529125
631	3500125
632	3500000
633	3500250
634	3500875
635	3516375
636	3537125
637	3530875
638	3500000
639	3500375
640	3500000
641	3500000
642	3500000
643	3509375
644	3514375
645	3501125
646	3563875
647	3529500
648	3499625
649	3544000
650	3500500
651	3462000
652	3472000
653	3470375
654	3426375
655	3479750
656	3466750
657	3455000
658	3469250
659	3486375
660	3432625
661	3439750
662	3437750
663	3472500
664	3431125
665	3485125
666	3452000
667	3412125
668	3434000
669	3430500
670	3426750
671	3470875
672	3400250
673	3437500
674	3400500
675	3430125
676	3400250
677	3400000
678	3430125
679	3399875
680	3400625
681	3411500
682	3397250
683	3417250
684	3439250
685	3416500
686	3416375
687	3468375
688	3442875
689	3474625
690	3285250
691	3287875
692	3310875
693	3057750
694	3088625
695	3074375
696	3032250
697	3331750
698	3140000
699	3147125
700	3113375
701	3199875
702	3189125
703	3100000
704	3100125
705	3100000
706	3111750
707	3100000
708	3100125
709	3100000
710	3099875
711	2945375
712	3441750
713	3195625
714	3192250
715	3199250
716	3190375
717	3200000
718	3172750
719	3195375
720	3200000
721	3185875
722	3187375
723	3192500
724	3155750
725	3464625
726	3232625
727	3204250
728	3227375
729	3200000
730	3204875
731	3255625
732	3200000
733	3275875
734	3218500
735	3205250
736	3226625
737	3200000
738	3220750
739	3236500
740	3297625
741	3285000
742	3291500
743	3240250
744	3271250
745	3249750
746	3273625
747	3300000
748	3295125
749	3271750
750	3301000
751	3300250
752	3289125
753	3250125
754	3298125
755	3269375
756	3244625
757	3295625
758	3286500
759	3273000
760	3267500
761	3233000
762	3301250
763	3270625
764	3300375
765	3300500
766	3293875
767	3249000
768	3300000
769	3257875
770	3257750
771	3263750
772	3232000
773	3300875
774	3261375
775	3288750
776	3273250
777	3246750
778	3259875
779	3247500
780	3239250
781	3227750
782	3274750
783	3267375
784	3225750
785	3226125
786	3200125
787	3247750
788	3243750
789	3258500
790	3217125
791	3211625
792	3246500
793	3270125
794	3238375
795	3407625
796	3225750
797	3275500
798	3231625
799	3277500
800	3271250
801	3261625
802	3231250
803	3287375
804	3213750
805	3228125
806	3232375
807	3258375
808	3200250
809	3230875
810	3232500
811	3270625
812	3269000
813	3244250
814	3243375
815	3200125
816	3255750
817	3229375
818	3272625
819	3238625
820	3216250
821	3228625
822	3283875
823	3241750
824	3248000
825	3246125
826	3260625
827	3206625
828	3264375
829	3279125
830	3265375
831	3459750
832	3269625
833	3224000
834	3200250
835	3274000
836	3278625
837	3266000
838	3277375
839	3241750
840	3258750
841	3200000
842	3259750
843	3283875
844	3208500
845	3246625
846	3295625
847	3248000
848	3261500
849	3476250
850	3230500
851	3296250
852	3256500
853	3278375
854	3274125
855	3301375
856	3286000
857	3259750
858	3300875
859	3300750
860	3300500
861	3239750
862	3300875
863	3300500
864	3297500
865	3300375
866	3301000
867	3260125
868	3391500
869	3376250
870	3390000
871	3355875
872	3346375
873	3312750
874	3306375
875	3300875
876	3358500
877	3336750
878	3313125
879	3316375
880	3339125
881	3357375
882	3400375
883	3390750
884	3349750
885	3367750
886	3326625
887	3372875
888	3362875
889	3343375
890	3368625
891	3439125
892	3473500
893	3463250
894	3400875
895	3457000
896	3431000
897	3439125
898	3431500
899	3462750
900	3455250
901	3412875
902	3470375
903	3445750
904	3439000
905	3426875
906	3425625
907	3404500
908	3411875
909	3466500
910	3423875
911	3415000
912	3479375
913	3445875
914	3215125
915	3403000
916	3433375
917	3419875
918	3467000
919	3478250
920	3465500
921	3475875
922	3439875
923	3442625
924	3488500
925	3416000
926	3435250
927	3414000
928	3443625
929	3472125
930	3500500
931	3487500
932	3499875
933	3459000
934	3498375
935	3466875
936	3488125
937	3500000
938	3463750
939	3500875
940	3479125
941	3499875
942	3473125
943	3411875
944	3487125
945	3469625
946	3483500
947	3468500
948	3498875
949	3463750
950	3447000
951	3486000
952	3442375
953	3456375
954	3479000
955	3470500
