#Size of memory array: 134217728
134217728	      4		   1
134217728	      8		   1
134217728	     16		   3
134217728	     32		   6
134217728	     64		  13
134217728	    128		  17
134217728	    256		  19
134217728	    512		  16
134217728	   1024		  16
134217728	   2048		  19
134217728	   4096		  24
134217728	   8192		  26
134217728	  16384		  27
134217728	  32768		  27
134217728	  65536		  28
134217728	 131072		  31
134217728	 262144		  42
134217728	 524288		  64
134217728	1048576		 121
134217728	2097152		  53
134217728	4194304		  40
134217728	8388608		  32
134217728	16777216		   9
134217728	33554432		   7
134217728	67108864		   1
