#Size of memory array: 536870912
536870912	      4		   2
536870912	      8		   3
536870912	     16		   5
536870912	     32		  10
536870912	     64		  22
536870912	    128		  27
536870912	    256		  30
536870912	    512		  24
536870912	   1024		  26
536870912	   2048		  34
536870912	   4096		  47
536870912	   8192		  49
536870912	  16384		  49
536870912	  32768		  51
536870912	  65536		  50
536870912	 131072		  47
536870912	 262144		  54
536870912	 524288		  94
536870912	1048576		 177
536870912	2097152		 161
536870912	4194304		 130
536870912	8388608		  95
536870912	16777216		  77
536870912	33554432		  53
536870912	67108864		  16
536870912	134217728		  13
536870912	268435456		   2
