#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	2499875
1	2632500
2	2606000
3	2362875
4	2299875
5	2294000
6	2299875
7	2400375
8	2695875
9	2679875
10	2515625
11	2400250
12	2576000
13	2356625
14	2300125
15	2300000
16	2359875
17	2476125
18	2493125
19	2499750
20	2438000
21	2485750
22	2400250
23	2632000
24	2600375
25	2610750
26	2700500
27	2700500
28	2700375
29	2700375
30	2437375
31	2400375
32	2400250
33	2337000
34	2285375
35	2300250
36	2254250
37	2700625
38	2626000
39	2438750
40	2468250
41	2433500
42	2522250
43	2666500
44	2635000
45	2634625
46	2436125
47	2400375
48	2419125
49	2473125
50	2538875
51	2700375
52	2473500
53	2400375
54	2400125
55	2339125
56	2659375
57	2343250
58	2411250
59	2483500
60	2398625
61	2733375
62	2248375
63	2288125
64	2300250
65	2200000
66	2300250
67	2400250
68	2300000
69	2700375
70	2696250
71	2431750
72	2248875
73	2177125
74	2236625
75	2268125
76	2293000
77	2400125
78	2387000
79	2251000
80	2549000
81	2532375
82	2277375
83	2124750
84	2178250
85	2140000
86	2100125
87	2285000
88	2306250
89	2400375
90	2422125
91	2465750
92	2500500
93	2374625
94	2267875
95	2259500
96	2163000
97	2735875
98	2114500
99	2356625
100	2474250
101	2500500
102	2568000
103	2502250
104	2523500
105	2327250
106	2270125
107	2700375
108	2110625
109	2671000
110	2119875
111	2337625
112	2500125
113	2548875
114	2506125
115	2500250
116	2372500
117	2500250
118	2765125
119	2700125
120	2138500
121	2134625
122	2189500
123	2114500
124	2346375
125	2541625
126	2525375
127	2500125
128	2525875
129	2429750
130	2700750
131	2336375
132	2225875
133	2100125
134	2283625
135	2200125
136	2271375
137	2253125
138	2324250
139	2410250
140	2500250
141	2400125
142	2445875
143	2358625
144	2672125
145	2600625
146	2639250
147	2090125
148	2128000
149	2282750
150	2200000
151	2298250
152	2298250
153	2400250
154	2437250
155	2400250
156	2500375
157	2427875
158	2505875
159	2800375
160	2512875
161	2300000
162	2188250
163	2500375
164	2200000
165	2200000
166	2278750
167	2416000
168	2286750
169	2399000
170	2414125
171	2317750
172	2386375
173	2499875
174	2533875
175	2599875
176	2671625
177	2800500
178	2527000
179	2244000
180	2169875
181	2141500
182	2200000
183	2233375
184	2300000
185	2353750
186	2300000
187	2311250
188	2374500
189	2400125
190	2400250
191	2400375
192	2400250
193	2400250
194	2469750
195	2586250
196	2572125
197	2299875
198	2687750
199	2658125
200	2600625
201	2700000
202	2700125
203	2700250
204	2700750
205	2568500
206	2511000
207	2571625
208	2267500
209	2200000
210	2200000
211	2200000
212	2257250
213	2370625
214	2300000
215	2400000
216	2362500
217	2400125
218	2300125
219	2299875
220	2329750
221	2371125
222	2361375
223	2393500
224	2398625
225	2400250
226	2400000
227	2384500
228	2345750
229	2400125
230	2399875
231	2400375
232	2403000
233	2485000
234	2416375
235	2447750
236	2700000
237	2593500
238	2593250
239	2600375
240	2527500
241	2646250
242	2621125
243	2682625
244	2628750
245	2680750
246	2699750
247	2708000
248	2700375
249	2700125
250	2617750
251	2802750
252	2800125
253	2786750
254	2770625
255	2767375
256	2700250
257	2786750
258	2757250
259	2737125
260	2700000
261	2768250
262	2737875
263	2584250
264	2234500
265	2173250
266	2165500
267	2200000
268	2230250
269	2199875
270	2200000
271	2300000
272	2260125
273	2236375
274	2250375
275	2400000
