536870912	      4 	   1
536870912	      8 	   1
536870912	     16 	   2
536870912	     32 	   6
536870912	     64 	  11
536870912	    128 	  15
536870912	    256 	  17
536870912	    512 	  14
536870912	   1024 	  15
536870912	   2048 	  16
536870912	   4096 	  20
536870912	   8192 	  24
536870912	  16384 	  28
536870912	  32768 	  26
536870912	  65536 	  36
536870912	 131072 	  46
536870912	 262144 	  57
536870912	 524288 	 121
536870912	1048576 	 211
536870912	2097152 	 171
536870912	4194304 	 106
536870912	8388608 	  40
536870912	16777216 	  31
536870912	33554432 	  20
536870912	67108864 	   7
536870912	134217728 	   5
536870912	268435456 	   2
