#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	2387125
1	2499875
2	2482125
3	2202125
4	2200500
5	2147625
6	2262750
7	2532000
8	2499875
9	2484750
10	2365250
11	2302000
12	2299500
13	2570125
14	2100000
15	2171125
16	2162375
17	2320000
18	2323375
19	2336125
20	2333750
21	2300250
22	2527000
23	2501375
24	2499750
25	2492500
26	2571125
27	2569000
28	2566000
29	2540375
30	2044625
31	2329375
32	2299875
33	2560250
34	2500375
35	2500125
36	2600000
37	2299750
38	2600750
39	2338125
40	2308500
41	2343125
42	2307875
43	2508500
44	2531125
45	2158250
46	2133125
47	2245750
48	2461250
49	2387875
50	2599750
51	2599875
52	2299125
53	2299000
54	2599500
55	2525250
56	2194375
57	2165750
58	2274250
59	2336500
60	2628250
61	2153750
62	2100000
63	2145375
64	2127875
65	2100250
66	2163500
67	2300625
68	2225750
69	2371500
70	2300125
71	2200125
72	2606875
73	2130375
74	2131625
75	2199625
76	2114000
77	2241500
78	2263250
79	2199875
80	2331625
81	2226125
82	2165125
83	2056000
84	2007000
85	2053000
86	2068125
87	2100000
88	2254125
89	2258375
90	2400250
91	2271875
92	2600125
93	2665625
94	2000000
95	2000000
96	2570375
97	2100125
98	2037875
99	2236500
100	2300625
101	2400375
102	2379625
103	2264375
104	2499750
105	2550375
106	2699875
107	1990375
108	2492250
109	2089125
110	2460375
111	2232500
112	2399250
113	2300000
114	2373750
115	2300000
116	2500500
117	2317625
118	2133375
119	2000125
120	1999375
121	2100375
122	2099875
123	2153375
124	2263125
125	2400875
126	2400000
127	2400125
128	2374125
129	2300375
130	2399875
131	2217625
132	2366875
133	1935000
134	2026375
135	2066375
136	2100375
137	2100125
138	2300625
139	2300500
140	2204250
141	2367625
142	2350500
143	2210750
144	2490500
145	2200125
146	2100125
147	1999625
148	2000125
149	2100125
150	2004250
151	2191375
152	2200375
153	2458750
154	2300750
155	2300250
156	2335625
157	2304625
158	2493625
159	2570750
160	2431375
161	2199375
162	2600125
163	2001125
164	2100125
165	2150375
166	2133500
167	2200250
168	2144875
169	2265000
170	2299250
171	2283500
172	2299625
173	2400250
174	2399625
175	2510500
176	2627375
177	2628500
178	2399750
179	2199875
180	2000375
181	2058500
182	2100000
183	2167750
184	2148500
185	2240500
186	2248250
187	2217625
188	2299125
189	2230375
190	2299875
191	2289875
192	2269625
193	2207000
194	2300750
195	2300375
196	2441125
197	2399875
198	2572875
199	2534875
200	2549250
201	2635625
202	2660000
203	2608250
204	2630000
205	2343000
206	2647250
207	2547500
208	2224500
209	2540750
210	1999875
211	2099875
212	2071000
213	2159375
214	2135750
215	2148125
216	2228000
217	2199875
218	2234625
219	2291625
220	2199625
221	2200250
222	2199500
223	2200250
224	2240000
225	2208375
226	2237500
227	2263500
228	2264125
229	2249625
230	2412875
231	2200000
232	2238875
233	2253000
234	2318125
235	2299750
236	2299500
237	2299875
238	2578750
239	2473375
240	2416500
241	2475625
242	2445625
243	2599750
244	2564500
245	2551375
246	2510875
247	2539125
248	2664250
249	2654875
250	2650375
251	2662875
252	2641875
253	2666750
254	2651250
255	2664750
256	2671500
257	2659125
258	2364500
259	2636875
260	2626500
261	2604375
262	2689875
263	2649625
264	2626000
265	2642000
266	2636875
267	2698750
268	2425125
269	2500000
270	2006750
271	2100125
272	2099875
273	2100125
274	2100000
275	2100125
276	2191250
277	2199875
278	2199875
279	2170875
280	2199875
281	2237000
282	2199875
283	2200125
284	2267875
285	2299750
286	2258000
287	2299875
288	2299750
289	2299875
290	2588125
291	2227375
292	2206750
293	2256500
294	2363000
295	2291875
296	2255125
297	2292375
298	2264625
299	2300000
300	2271125
301	2242875
302	2234750
303	2226375
304	2200125
305	2256875
306	2238875
307	2234875
308	2235625
309	2203625
310	2226750
311	2199625
312	2207750
313	2199750
314	2222125
315	2408000
316	2300125
317	2264500
318	2299500
319	2300250
320	2274750
321	2399750
322	2400000
323	2400125
324	2438500
325	2400000
326	2400000
327	2555750
328	2553875
329	2591375
330	2591250
331	2527375
332	2540125
333	2500250
334	2591375
335	2561375
336	2629125
337	2600625
338	2609500
339	2600000
340	2600375
341	2602125
342	2601000
343	2663250
344	2693500
345	2599750
346	2601125
347	2663750
348	2600875
349	2600375
350	2627625
351	2672375
352	2619250
353	2656875
354	2696375
355	2673500
356	2671625
357	2695625
358	2663500
359	2670750
360	2673000
361	2677500
362	2755500
363	2659750
364	2700750
365	2691750
366	2700250
367	2700875
368	2699375
369	2698250
370	2692000
371	2699625
372	2691625
373	2690125
374	2632125
375	2658875
376	2609625
377	2656125
378	2629500
379	2636750
380	2694625
381	2691250
382	2609000
383	2500000
384	2659250
385	2661750
386	2628250
387	2658375
388	2659625
389	2662000
390	2658125
391	2635250
392	2637375
393	2629500
394	2600625
395	2636375
396	2607125
397	2668875
398	2660375
399	2626750
400	2663500
401	2472000
402	2351625
403	2174250
404	2428750
405	2499375
406	2099750
407	2100125
408	2100000
409	1917750
410	2099875
411	2100000
412	2100000
413	2100000
414	2099875
415	2100000
416	2171500
417	2174375
418	2141000
419	2132375
420	2193375
421	2142000
422	2197500
423	2200125
424	2233625
425	2269875
426	2293875
427	2265500
428	2199875
429	2200125
430	2227875
431	2300000
432	2300750
433	2330125
434	2305250
435	2322000
436	2322750
437	2334750
438	2351125
439	2299500
440	2307250
441	2336375
442	2299875
443	2299750
444	2326500
445	2599875
446	2263000
447	2228875
448	2200250
449	2207750
450	2200125
451	2263875
452	2199875
453	2593625
454	2225875
455	2208625
456	2200250
457	2224500
458	2237125
459	2238625
460	2265000
461	2236625
462	2264875
463	2262875
464	2232000
465	2200125
466	2200000
467	2200000
468	2226125
469	2100000
470	2200250
471	2200000
472	2271750
473	2636375
474	2227625
475	2264750
476	2271750
477	2211375
478	2263250
479	2199875
480	2227375
481	2202250
482	2225375
483	2272375
484	2199875
485	2207000
486	2234375
487	2299500
488	2233750
489	2199750
490	2206875
491	2261250
492	2268625
493	2292625
494	2300250
495	2300000
496	2299625
497	2322750
498	2300000
499	2306875
500	2300000
501	2348625
502	2299750
503	2299125
504	2299250
505	2366250
506	2434125
507	2400875
508	2462875
509	2430625
510	2464750
511	2404000
512	2500750
513	2461375
514	2475125
515	2472000
516	2480250
517	2457625
518	2687625
519	2600125
520	2601000
521	2600750
522	2600750
523	2600750
524	2599625
525	2637125
526	2670000
527	2600125
528	2599375
529	2599500
530	2600875
531	2569375
532	2600125
533	2599625
534	2599875
535	2599625
536	2600250
537	2700875
538	2670750
539	2673000
540	2661000
541	2664125
542	2691500
543	2669875
544	2671125
545	2699875
546	2670750
547	2635250
548	2663875
549	2654000
550	2625625
551	2700625
552	2691500
553	2626500
554	2637625
555	2635625
556	2672875
557	2692500
558	2662125
559	2676000
560	2657625
561	2626375
562	2625250
563	2630500
564	2649500
565	2663750
566	2634000
567	2653250
568	2623875
569	2637500
570	2701125
571	2651000
572	2699500
573	2701000
574	2700500
575	2699625
576	2699125
577	2691000
578	2662750
579	2674500
580	2698875
581	2674750
582	2699875
583	2669375
584	2699875
585	2633375
586	2664125
587	2700000
588	2700500
589	2669625
590	2700375
591	2673250
592	2690500
593	2699750
594	2700375
595	2664125
596	2699875
597	2631000
598	2699375
599	2698875
600	2665000
601	2701750
602	2673625
603	2670125
604	2672500
605	2617875
606	2652500
607	2639625
608	2693375
609	2699875
610	2605125
611	2701125
612	2701125
613	2698625
614	2700000
615	2699500
616	2648000
617	2699125
618	2699000
619	2611250
620	2700375
621	2699250
622	2700625
623	2635750
624	2700625
625	2701125
626	2700250
627	2650625
628	2700000
629	2701375
630	2701125
631	2699500
632	2600500
633	2700375
634	2641250
635	2657375
636	2620375
637	2700250
638	2643375
639	2660375
640	2701000
641	2699250
642	2701375
643	2608000
644	2698500
645	2665500
646	2637875
647	2700500
648	2651750
649	2693125
650	2701000
651	2663125
652	2695500
653	2701375
654	2660375
655	2653750
656	2601125
657	2694875
658	2629000
659	2700250
660	2609625
661	2662250
662	2650500
663	2699875
664	2692625
665	2698750
666	2699875
667	2600000
668	2668500
669	2614000
670	2651750
671	2690875
672	2691000
673	2700750
674	2619250
675	2699625
676	2668750
677	2701250
678	2701375
679	2685875
680	2701500
681	2670750
682	2633375
683	2677125
684	2668250
685	2602250
686	2673750
687	2649375
688	2639500
689	2699875
690	2673750
691	2600125
692	2600125
693	2649625
694	2637000
695	2649500
696	2689375
697	2599500
698	2606000
699	2683625
700	2600375
701	2699250
702	2696750
703	2601000
704	2600250
705	2636750
706	2627375
707	2599875
708	2599625
709	2600500
710	2599750
711	2600250
712	2634125
713	2599875
714	2600000
715	2599750
716	2601375
717	2629375
718	2631875
719	2577625
720	2600375
721	2599500
722	2599625
723	2599875
724	2599875
725	2600375
726	2591625
727	2600125
728	2581875
729	2307875
730	2661500
731	2600000
732	2604750
733	2399500
734	2636875
735	2660250
736	2390125
737	2370750
738	2576125
739	2199750
740	2480125
741	2067875
742	2024125
743	2587125
744	2007625
745	2000000
746	2310250
747	2100125
748	2099875
749	2100000
750	2099875
751	2100125
752	2499750
753	2100125
754	2035375
755	2099875
756	2100000
757	2099875
758	2100000
759	2100000
760	2100000
761	2099875
762	2100125
763	2100000
764	2193625
765	2172625
766	2099750
767	2199875
768	2200000
769	2200000
770	2145875
771	2131500
772	2135000
773	2146750
774	2162000
775	2168125
776	2200000
777	2199875
778	2117250
779	2199875
780	2200125
781	2200125
782	2199875
783	2200125
784	2231625
785	2234000
786	2200125
787	2200000
788	2199750
789	2199875
790	2200000
791	2239625
792	2265000
793	2238250
794	2200000
795	2300500
796	2264625
797	2292875
798	2300125
799	2300375
800	2300125
801	2299625
802	2300000
803	2300125
804	2296250
805	2273750
806	2220000
807	2233625
808	2300500
809	2300750
810	2292875
811	2299750
812	2272625
813	2289625
814	2263500
815	2299375
816	2300000
817	2299875
818	2267375
819	2300125
820	2300500
821	2260250
822	2646250
823	2229125
824	2235125
825	2200625
826	2200500
827	2226875
828	2200250
829	2203375
830	2199750
831	2199750
832	2207375
833	2211500
834	2208875
835	2226125
836	2200625
837	2236125
838	2300375
839	2209875
840	2300500
841	2269500
842	2227875
843	2271750
844	2300375
845	2236000
846	2235250
847	2299625
848	2299625
849	2227875
850	2232625
851	2241625
852	2272250
853	2234500
854	2299625
855	2228000
856	2226625
857	2232000
858	2200375
859	2201000
860	2199750
861	2200375
862	2199500
863	2228625
864	2199875
865	2270625
866	2200000
867	2233875
868	2208625
869	2227000
870	2200250
871	2199875
872	2209375
873	2209250
874	2200250
875	2262625
876	2223625
877	2200250
878	2599750
879	2200625
880	2199875
881	2263750
882	2200500
883	2240875
884	2225500
885	2230500
886	2199625
887	2211125
888	2100000
889	2288625
890	2229750
891	2245000
892	2300000
893	2226625
894	2226250
895	2231125
896	2199750
897	2199875
898	2257625
899	2597375
900	2259375
901	2240375
902	2214875
903	2234375
904	2258500
905	2292125
906	2238375
907	2270625
908	2240000
909	2255875
910	2254875
911	2223500
912	2216125
913	2260125
914	2200000
915	2298125
916	2227125
917	2227375
918	2258250
919	2262875
920	2300500
921	2100125
922	2260500
923	2342000
924	2304000
925	2299500
926	2299750
927	2300250
928	2332375
929	2362000
930	2299875
931	2300625
932	2301000
933	2300000
934	2299750
935	2300500
936	2300250
937	2299875
938	2299750
939	2299375
940	2299750
941	2299875
942	2299625
943	2400625
944	2400625
945	2400375
946	2400375
947	2441375
948	2239500
949	2462000
950	2438000
951	2462375
952	2452125
953	2459750
954	2436500
955	2427375
956	2408625
957	2400250
958	2400500
959	2462250
960	2401250
961	2463500
962	2427750
963	2426250
964	2443625
965	2434625
966	2400000
967	2399625
968	2600000
969	2591500
970	2591000
971	2600750
972	2599875
973	2564500
974	2590500
975	2599875
976	2600375
977	2600750
978	2541875
979	2600250
980	2561375
981	2553375
982	2600250
983	2571750
984	2588500
985	2600125
986	2599750
987	2589750
988	2600000
989	2559625
990	2595625
991	2591875
992	2547625
993	2563625
994	2539500
995	2561875
996	2560625
997	2599875
998	2570500
999	2600000
1000	2601000
1001	2600500
1002	2600750
1003	2600000
1004	2499875
1005	2572625
1006	2563875
1007	2599375
1008	2691500
1009	2671125
1010	2701000
1011	2639625
1012	2619250
1013	2632375
1014	2673250
1015	2626000
1016	2669125
1017	2645375
1018	2690750
1019	2599875
1020	2621750
1021	2634375
1022	2652875
1023	2680000
1024	2611125
1025	2646000
1026	2624250
1027	2639125
1028	2628875
1029	2624375
1030	2643250
1031	2627250
1032	2662875
1033	2600000
1034	2632625
1035	2627625
1036	2637500
1037	2628125
1038	2642125
1039	2631375
1040	2626625
1041	2636625
1042	2633625
1043	2645375
1044	2627000
1045	2665750
1046	2608250
1047	2600250
1048	2636875
1049	2635750
1050	2618375
1051	2634000
1052	2627500
1053	2660750
1054	2636375
1055	2608000
1056	2608000
1057	2626375
1058	2636750
1059	2633125
1060	2675625
1061	2632875
1062	2636375
1063	2651625
1064	2671875
1065	2632750
1066	2692875
1067	2649125
1068	2640000
1069	2661250
1070	2608625
1071	2645875
1072	2689125
1073	2658500
1074	2603750
1075	2664500
1076	2674125
1077	2665000
1078	2663375
1079	2600375
1080	2663500
1081	2700750
1082	2699125
1083	2701500
1084	2700000
1085	2700250
1086	2700000
1087	2674000
1088	2700875
1089	2699750
1090	2699500
1091	2700625
1092	2699750
1093	2657625
1094	2700375
1095	2699875
1096	2610875
1097	2700250
1098	2612375
1099	2690125
1100	2661750
1101	2699375
1102	2698500
1103	2642000
1104	2698750
1105	2672000
1106	2700875
1107	2700625
1108	2687750
1109	2699625
1110	2700000
1111	2700250
1112	2657875
1113	2699875
1114	2699625
1115	2700000
1116	2700250
1117	2700625
1118	2699250
1119	2701000
1120	2688625
1121	2698375
1122	2700750
1123	2700125
1124	2651250
1125	2701375
1126	2698875
1127	2699625
1128	2700125
1129	2700250
1130	2694750
1131	2699750
1132	2687250
1133	2699875
1134	2699250
1135	2696875
1136	2659375
1137	2698625
1138	2700750
1139	2699250
1140	2699750
1141	2640250
1142	2700250
