#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	3519875
1	3600250
2	3600125
3	3419625
4	3400125
5	3391250
6	3355000
7	3605000
8	3630250
9	3600500
10	3500250
11	3500000
12	3467000
13	3584375
14	3385000
15	3400125
16	3322000
17	3490500
18	3475500
19	3500000
20	3499750
21	3499625
22	3485750
23	3399625
24	3369250
25	3399875
26	3692750
27	3643500
28	3659625
29	3641000
30	3699875
31	3698625
32	3440625
33	3400000
34	3400250
35	3341625
36	3312750
37	3399500
38	3549250
39	3631625
40	3699625
41	3439875
42	3453000
43	3439125
44	3412250
45	3332500
46	3429375
47	3368000
48	3559625
49	3499875
50	3458375
51	3475500
52	3437875
53	3617750
54	3554750
55	3645125
56	3341125
57	3378875
58	3584750
59	3623500
60	3497000
61	3400125
62	3368375
63	3306250
64	3498750
65	3341750
66	3400125
67	3435125
68	3394750
69	3448875
70	3500000
71	3469500
72	3700250
73	3300625
74	3330250
75	3376000
76	3354750
77	3400250
78	3450875
79	3600500
80	3469875
81	3532250
82	3427000
83	3866125
84	3693000
85	3326625
86	3332000
87	3301000
88	3309500
89	3429125
90	3433500
91	3333375
92	3493750
93	3500125
94	3719875
95	3249250
96	3245750
97	3272750
98	3299875
99	3698375
100	3427000
101	3500625
102	3526250
103	3467625
104	3477625
105	3469750
106	3669625
107	3487125
108	3232250
109	3289000
110	3300875
111	3268125
112	3430000
113	3528875
114	3500000
115	3528875
116	3486000
117	3434000
118	3665000
119	3301500
120	3258750
121	3255875
122	3301625
123	3304125
124	3341875
125	3426875
126	3518375
127	3500250
128	3526125
129	3561000
130	3468125
131	3542625
132	3400375
133	3301875
134	3415875
135	3299750
136	3300375
137	3301250
138	3343250
139	3498875
140	3578500
141	3445500
142	3415625
143	3465750
144	3697375
145	3500500
146	3400125
147	3300125
148	3287625
149	3699250
150	3342250
151	3675875
152	3335250
153	3400250
154	3432625
155	3482000
156	3407500
157	3472125
158	3542375
159	3669125
160	3518375
161	3364125
162	3376125
163	3372875
164	3381500
165	3237250
166	3399875
167	3468500
168	3465875
169	3421000
170	3467250
171	3500375
172	3547125
173	3600250
174	3500500
175	3600125
176	3699875
177	3699500
178	3542875
179	3400625
180	3359125
181	3400000
182	3466750
183	3431625
184	3528875
185	3500250
186	3492000
187	3549625
188	3499625
189	3501000
190	3500000
191	3500375
192	3558375
193	3499500
194	3612500
195	3696000
196	3669750
197	3672500
198	3699750
199	3731125
200	3670125
201	3679625
202	3499875
203	3347500
204	3338125
205	3399875
206	3400000
207	3358750
208	3410750
209	3407125
210	3494375
211	3515625
212	3545375
213	3495625
214	3499875
215	3500125
216	3490750
217	3483250
218	3499875
219	3317750
220	3733250
221	3499875
222	3500250
223	3548625
224	3503125
225	3500375
226	3606625
227	3555875
228	3554000
229	3555750
230	3605000
231	3642125
232	3600000
233	3631750
234	3670875
235	3699875
236	3668875
237	3626000
238	3700250
239	3700125
240	3741250
241	3758625
242	3712750
243	3699625
244	3785375
245	3800375
246	3720250
247	3753500
248	3732250
249	3731125
250	3699875
251	3675875
252	3681375
253	3698875
254	3728125
255	3698750
256	3575000
257	3368750
258	3335000
259	3393375
260	3451125
261	3374750
262	3400125
263	3371875
264	3365625
265	3410125
266	3574750
267	3492000
268	3480250
269	3500125
270	3509625
271	3498875
272	3528125
273	3489625
274	3553125
275	3557250
276	3499875
277	3499375
278	3511250
279	3500000
280	3499250
281	3500125
282	3499875
283	3470875
284	3499750
285	3500000
286	3500000
287	3505125
288	3501000
289	3499875
290	3500375
291	3500000
292	3586250
293	3499375
294	3471500
295	3473125
296	3499625
297	3511875
298	3543375
299	3570125
300	3500375
301	3525000
302	3600625
303	3619875
304	3600500
305	3600250
306	3600000
307	3700625
308	3672500
309	3699750
310	3684875
311	3700000
312	3700625
313	3699000
314	3666375
315	3553000
316	3721625
317	3712375
318	3743500
319	3726750
320	3711625
321	3720250
322	3726000
323	3710375
324	3700125
325	3726625
326	3722125
327	3699125
328	3710500
329	3763250
330	3757125
331	3745375
332	3768375
333	3767375
334	3685500
335	3734500
336	3777875
337	3751875
338	3772625
339	3800250
340	3800125
341	3788250
342	3800625
343	3730375
