#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	2846750
1	2714625
2	2699875
3	2753250
4	2627375
5	2607375
6	2627250
7	2932750
8	2902250
9	2892750
10	2768000
11	2699875
12	2700250
13	2670750
14	2600875
15	2627375
16	2600000
17	3000125
18	2807375
19	2717500
20	2770500
21	2829125
22	2426125
23	3001000
24	2717750
25	2938125
26	2675750
27	2889750
28	2999750
29	3052750
30	2727000
31	2699500
32	2765250
33	2632250
34	2899750
35	2600375
36	3007875
37	3033000
38	2999250
39	3087875
40	3100125
41	2747000
42	2725375
43	2999875
44	2700500
45	2628625
46	2899750
47	2817875
48	2799000
49	2772375
50	2771500
51	2699500
52	2727750
53	2699250
54	2735000
55	2671500
56	2608750
57	2964125
58	2700125
59	2800375
60	2699250
61	2644250
62	2981125
63	2599500
64	2600250
65	2600750
66	2599375
67	2566375
68	2606875
69	2699250
70	2936000
71	3067875
72	2552875
73	2562250
74	2600875
75	2568875
76	2674250
77	2667625
78	2743750
79	2599500
80	2700625
81	2827000
82	2638750
83	2508000
84	2492125
85	2499875
86	2500125
87	2526375
88	2635875
89	2680500
90	2700375
91	3042500
92	2800375
93	2636750
94	2573750
95	2318625
96	2500625
97	2406750
98	2470000
99	2699625
100	2818625
101	2725500
102	2856000
103	2689750
104	2855125
105	2638750
106	3054125
107	2408375
108	2499625
109	2499750
110	2500375
111	2699375
112	2808500
113	2800375
114	2898125
115	2732250
116	2980750
117	3040000
118	2533125
119	2453750
120	2407875
121	2499750
122	2796500
123	2988125
124	2700625
125	2799625
126	2824500
127	2799375
128	2801125
129	2736000
130	2799625
131	2629000
132	2560875
133	2400125
134	2463625
135	2554375
136	2713000
137	2574625
138	2601750
139	2699875
140	2738625
141	2701000
142	2700500
143	2629750
144	3000625
145	2900000
146	2569625
147	2459875
148	2497750
149	2556000
150	2574625
151	2942750
152	2688125
153	2732375
154	2663500
155	2719875
156	2800000
157	2763500
158	3010250
159	3019500
160	2799875
161	2627750
162	2491125
163	2508125
164	3005000
165	2607500
166	2700500
167	2608750
168	2611625
169	2665250
170	2700875
171	2699625
172	2800000
173	2808625
174	2909625
175	3008375
176	3051625
177	2810000
178	2656125
179	2751875
180	2509250
181	2753000
182	2854875
183	2663750
184	2660750
185	2699875
186	2700500
187	2700125
188	2725500
189	2699375
190	2725875
191	2758000
192	2800125
193	2842875
194	2899875
195	2911625
196	2999500
197	3001875
198	3063500
199	3101375
200	3031000
201	3100000
202	3100250
203	2854250
204	2683500
205	2618375
206	2754625
207	2592625
208	2630875
209	2600125
210	2677625
211	2699875
212	2729500
213	2794125
214	2764750
215	2767000
216	2700750
217	2700250
218	2699500
219	2735750
220	2733875
221	2700875
222	2757000
223	2733875
224	2730750
225	2709375
226	2728250
227	2725875
228	2800250
229	2800375
230	2774500
231	2772125
232	2900000
233	2901375
234	2900125
235	2900250
236	2900625
237	3000125
238	3001000
239	3000875
240	2999875
241	3051250
242	3100000
243	3100000
244	3099625
245	3099875
246	3100375
247	3100000
248	3100625
249	3158125
250	3102750
251	3062000
252	3100000
253	3090000
254	3035375
255	3070625
256	3070625
257	3100125
258	3099750
259	2799125
260	2600000
261	2550000
262	2560125
263	2600000
264	2600000
265	2600250
266	2599875
267	2647125
268	2633375
269	2599875
270	2699875
271	2700000
272	2699875
273	2675875
274	2765000
275	2757125
276	2736750
277	2792875
278	2771000
279	2739000
280	2699875
281	2699750
282	2700375
283	2700500
284	2699875
285	2710375
286	2735250
287	2699750
288	2834750
289	2704125
290	2757875
291	2699625
292	2749375
293	2700875
294	2800000
295	2777625
296	2769500
297	2699875
298	2700000
299	2709500
300	2713875
301	2721375
302	2716375
303	2738375
304	2734375
305	2792375
306	2978750
307	2800375
308	2761375
309	2767750
310	2791000
311	2800375
312	2799375
313	2760875
314	2900250
315	2900500
316	2901000
317	2892375
318	2900500
319	2900375
320	3026875
321	2999750
322	3000750
323	2999750
324	3027750
325	3035500
326	3026250
327	3036750
328	3000875
329	3099625
330	3100750
331	3100250
332	3100000
333	3099250
334	3099625
335	3100500
336	3136375
337	3101125
338	3099625
339	3135000
340	3132875
341	3035000
342	3164250
343	3124000
344	3136750
345	3134375
346	3131750
347	3108625
348	3165625
349	3123875
350	3133250
351	3123875
352	3136000
353	3109875
354	3163000
355	3162000
356	3172125
357	3172250
358	3171000
359	3190000
360	3159875
361	3163375
362	3106500
363	3098750
364	3100000
365	3100125
366	3099875
367	3099000
368	3100750
369	3100500
370	3125500
371	3127250
372	3132125
373	3100375
374	3100625
375	3100875
376	3090500
377	3071250
378	3071500
379	3073750
380	3090375
381	3099750
382	3065375
383	3065125
384	3070125
385	3067000
386	3095500
387	3072000
388	3066625
389	3099750
390	3100375
391	3064000
392	2800625
393	2599750
394	2499875
395	2600000
396	2538250
397	2600000
398	2599875
