#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	2336750
1	2400000
2	2200125
3	2180000
4	2100000
5	2100000
6	2151625
7	2237250
8	2427125
9	2408500
10	2230375
11	2463000
12	2404000
13	2400250
14	2376250
15	2211500
16	2431750
17	2456000
18	2295000
19	2262875
20	2500250
21	2358875
22	2439000
23	2348375
24	2145875
25	2100125
26	2200125
27	2300000
28	2251250
29	2256625
30	2263125
31	1949125
32	2453750
33	2496375
34	1999750
35	2400125
36	2500125
37	2359000
38	2300000
39	2218875
40	2230250
41	2499875
42	2200250
43	2179500
44	2092750
45	2079750
46	2077375
47	2183875
48	2300000
49	2300000
50	2231625
51	2275000
52	2398500
53	2258125
54	2490875
55	2075000
56	2092875
57	2100125
58	2510750
59	2500250
60	2100000
61	2013125
62	1999750
63	2058000
64	2000125
65	2599875
66	2000125
67	2140625
68	2202750
69	2300000
70	2200000
71	2549500
72	2567875
73	2077500
74	2288000
75	2000250
76	2020625
77	2187750
78	2092750
79	2203125
80	2288250
81	2186625
82	2469000
83	1961375
84	1999625
85	2000125
86	1937750
87	2056250
88	2171375
89	2289000
90	2100125
91	2500375
92	2438250
93	2073000
94	1937375
95	1970500
96	1900000
97	2000250
98	2100250
99	2278000
100	2211750
101	2299875
102	2227875
103	2531750
104	2350750
105	2314625
106	1900125
107	1900000
108	2000250
109	2000375
110	2044875
111	2160500
112	2300000
113	2245750
114	2300250
115	2500375
116	2300000
117	2178750
118	2019625
119	2086500
120	1924000
121	2000250
122	1971250
123	2053250
124	2300000
125	2300125
126	2272750
127	2300000
128	2200000
129	2185750
130	2400125
131	2544250
132	1900000
133	1900125
134	1946250
135	2000250
136	1970625
137	2100250
138	2208875
139	2200125
140	2200250
141	2187500
142	2206500
143	2500375
144	2300000
145	2100250
146	2082625
147	2593500
148	1979375
149	2000125
150	2000125
151	2023500
152	2100125
153	2288625
154	2200000
155	2200000
156	2300125
157	2229750
158	2300000
159	2600250
160	2329125
161	2127000
162	2600375
163	2160750
164	1990750
165	2037375
166	2067750
167	2103250
168	2100000
169	2177625
170	2121375
171	2108750
172	2199875
173	2233375
174	2400000
175	2400375
176	2600125
177	2600750
178	2396250
179	2006625
180	2384875
181	2523750
182	1979625
183	2089000
184	2100000
185	2279875
186	2100000
187	2200125
188	2205500
189	2100125
190	2175875
191	2149625
192	2129000
193	2200000
194	2300125
195	2432250
196	2400375
197	2500125
198	2530750
199	2542000
200	2573250
201	2566875
202	2579875
203	2567375
204	2300250
205	2100125
206	1700000
207	2093750
208	1967125
209	2000125
210	2011125
211	2041375
212	2100125
213	2048500
214	2167750
215	2363375
216	2188875
217	2114875
218	2100250
219	2156625
220	2109125
221	2193375
222	2100250
223	2100250
224	2153125
225	2100250
226	2110625
227	2142000
228	2167000
229	2109375
230	2200250
231	2200125
232	2300000
233	2300000
234	2300000
235	2400000
236	2400125
237	2400000
238	2400250
239	2467625
240	2500375
241	2500250
242	2472750
243	2500250
244	2600375
245	2600250
246	2600375
247	2600625
248	2617125
249	2600375
250	2600125
251	2590250
252	2585000
253	2512875
254	2516500
255	2600375
256	2600375
257	2300125
258	2054375
259	2400500
260	1965000
261	2032125
262	2000000
263	2047500
264	2000125
265	2000000
266	2095875
267	2100125
268	2034250
269	2100125
270	2100125
271	2120250
