#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	800000
1	800000
2	991500
3	948750
4	900000
5	889375
6	900000
7	1018125
8	1100000
9	1100000
10	1059375
11	1032875
12	1046125
13	995250
14	1002375
15	973000
16	900000
17	1000000
18	1000000
19	987625
20	1014625
21	958125
22	993250
23	986000
24	882625
25	900000
26	1000000
27	1000000
28	1000000
29	1000000
30	985875
31	1035625
32	1000000
33	900000
34	900000
35	900000
36	917625
37	1000000
38	999875
39	1100000
40	1109625
41	1000000
42	913375
43	941375
44	918000
45	1000000
46	1100000
47	1100125
48	1000000
49	1000250
50	1000375
51	1000125
52	1099875
53	1050250
54	936750
55	871750
56	941000
57	939000
58	1183500
59	1000125
60	996875
61	805875
62	859375
63	828875
64	800125
65	900000
66	868000
67	900000
68	900625
69	1100125
70	1100000
71	1131375
72	815875
73	800000
74	913625
75	856500
76	1000125
77	912125
78	925250
79	979875
80	1040875
81	969250
82	1145500
83	800125
84	852375
85	941750
86	800000
87	923500
88	900000
89	900125
90	811500
91	1100000
92	1074000
93	900000
94	800000
95	800000
96	800000
97	801250
98	900000
99	900000
100	941375
101	1000000
102	969375
103	962875
104	1040125
105	1100000
106	800125
107	800000
108	1000125
109	825250
110	846000
111	956375
112	1000000
113	1000125
114	1036000
115	927375
116	1100000
117	1100125
118	900125
119	912000
120	800000
121	886375
122	836625
123	861500
124	933500
125	1000000
126	1016125
127	1000125
128	1000000
129	1000125
130	1100000
131	1086250
132	900125
133	800000
134	800000
135	909875
136	900000
137	800000
138	900125
139	1000000
140	1000000
141	939500
142	900125
143	816000
144	1000000
145	900000
146	1130375
147	1000000
148	1087375
149	800000
150	800000
151	879500
152	857500
153	800000
154	862125
155	879000
156	959875
157	924125
158	911000
159	922125
160	939000
161	993500
162	1200000
163	1144125
164	1000125
165	1089500
166	837750
167	799875
168	800000
169	800000
170	800000
171	825375
172	842000
173	881125
174	885250
175	900000
176	816750
177	900000
178	866625
179	926250
180	899750
181	900000
182	1000000
183	1025500
184	1099875
185	1139250
186	1200000
187	1200000
188	1063000
189	837250
190	800000
191	800000
192	800000
193	800000
194	800000
195	800000
196	799875
197	800000
198	837625
199	800625
200	877375
201	868500
202	800125
203	831375
204	860375
205	833500
206	840625
207	850125
208	830500
209	861500
210	851625
211	815000
212	825250
213	877500
214	830000
215	893875
216	900125
217	956125
218	912500
219	927000
220	953875
221	1000000
222	1127875
223	1141625
224	1099875
225	1136875
226	1200125
227	1200125
228	1200000
229	1105875
230	1200250
231	1200000
232	1126250
233	1059750
234	1000000
235	900000
236	927625
237	800000
238	800000
239	800000
240	800000
241	800000
242	800000
243	800000
244	800000
245	800000
246	800000
247	800000
248	827875
249	800000
250	835250
251	822250
252	851000
253	857625
254	800250
255	800000
256	800000
257	829000
258	804000
259	819125
260	900000
261	897625
262	896625
263	871500
264	833000
265	805000
266	812625
267	803000
268	806000
269	800000
270	807750
271	1100000
272	897750
273	824125
274	834375
275	839000
276	863625
277	813000
278	814625
279	808500
280	900000
281	818250
282	810875
283	810000
284	880500
285	837875
286	816250
287	817250
288	817250
289	900125
290	908375
291	900000
292	900000
293	900125
294	978250
295	1000000
296	992250
297	929250
298	966125
299	984125
300	986750
301	1071000
302	1038375
303	1100000
304	1071625
305	1088500
306	1029125
307	1009125
308	1000000
309	1047875
310	1129375
311	1131500
312	1185500
313	1200000
314	1200000
315	1200125
316	1200125
317	1157000
318	1169750
319	1142125
320	1141625
321	1100125
322	1156250
323	1157875
324	1158875
325	1200250
326	1148625
327	1200000
328	1184625
329	1112375
330	1184000
331	1192750
332	1110375
333	1099875
334	1137125
335	1106125
336	1100000
337	1129500
338	1111250
339	1000000
340	883125
341	1000000
342	799875
343	800000
344	800000
345	800000
346	800000
347	800000
348	800000
349	800000
350	800000
351	800000
352	800000
353	828250
354	800000
355	800000
356	800000
357	800000
358	800000
359	800000
360	800000
361	800000
362	800000
363	800000
364	800000
365	800000
366	800000
367	872625
368	799875
369	800000
370	800000
371	800625
372	817750
373	839250
374	823000
375	835750
376	811875
377	808000
378	800000
379	1000000
380	865875
381	832125
382	820500
383	800000
384	800000
385	800000
386	800000
387	800000
388	851500
389	800000
390	844750
391	838250
392	819375
393	808625
394	847250
395	810875
396	826875
397	855375
398	800000
399	1056625
400	805125
401	800000
402	858500
403	844375
404	880250
405	863500
406	868625
407	814250
408	812625
409	800500
410	810500
411	833875
412	842750
413	814125
414	831000
415	837375
416	888625
417	839000
418	881250
419	829000
420	810500
421	800000
422	1183000
423	800000
424	835875
425	847375
426	854000
427	825625
428	813375
429	810750
430	828875
431	800000
432	800000
433	811250
434	882750
435	894000
436	900000
437	857875
438	884875
439	900000
440	800125
441	883375
442	800000
443	851250
444	857375
445	852000
446	800000
447	900125
448	900000
449	917875
450	900000
451	900000
452	900000
453	900000
454	900000
455	937250
456	900000
457	900000
458	979625
