#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	2777500
1	2800375
2	2793375
3	2575125
4	2505125
5	2500250
6	2544000
7	2815250
8	2830875
9	2693875
10	2618375
11	2632625
12	2600375
13	2568125
14	2500375
15	2518375
16	2533125
17	2758500
18	2677250
19	2700375
20	2672750
21	2655500
22	2639625
23	2585250
24	2499875
25	2500500
26	2857750
27	2855875
28	2672250
29	2866500
30	2800375
31	2663875
32	2900125
33	2687250
34	2528500
35	2500250
36	2473500
37	2600875
38	2676125
39	2695625
40	2947375
41	2900000
42	2684625
43	2647500
44	2600750
45	2500500
46	2500375
47	2806625
48	2698125
49	2671000
50	2700125
51	2643000
52	2637000
53	2900000
54	2900000
55	2784250
56	2500250
57	2684000
58	2500125
59	2865500
60	2727875
61	2541875
62	2490500
63	2400125
64	2568750
65	2530375
66	2400125
67	2446125
68	2616750
69	2600250
70	2666125
71	2600250
72	2662750
73	2407250
74	2414375
75	2518250
76	2400250
77	2470875
78	2559250
79	2600625
80	2899875
81	2700625
82	2524625
83	2500250
84	2475250
85	2400250
86	2311375
87	2325625
88	2411000
89	2541500
90	2611000
91	2500250
92	2753500
93	2670625
94	2928750
95	2275375
96	2300000
97	2239625
98	2359375
99	2462375
100	2586125
101	2627125
102	2700500
103	2675625
104	2600625
105	2899875
106	2947250
107	2296000
108	2299875
109	2430000
110	2400125
111	2412500
112	2566875
113	2687000
114	2639750
115	2650500
116	2600500
117	2886375
118	2858250
119	2400250
120	2612750
121	2360250
122	2395875
123	2384250
124	2421625
125	2579250
126	2634000
127	2612500
128	2662875
129	2680625
130	2899875
131	2681375
132	2942750
133	2357250
134	2300125
135	2460000
136	2400250
137	2370000
138	2531375
139	2600500
140	2641625
141	2600125
142	2741000
143	2690625
144	2900000
145	2722875
146	2927000
147	2884500
148	2374750
149	2451375
150	2500000
151	2596000
152	2500250
153	2602375
154	2600625
155	2600500
156	2636375
157	2612000
158	2853000
159	2909750
160	2727125
161	2471375
162	2501875
163	2900375
164	2421375
165	2530875
166	2600000
167	2600125
168	2530750
169	2600250
170	2600500
171	2600000
172	2800250
173	2700625
174	2800250
175	2900125
176	2963125
177	2700625
178	2427000
179	2400125
180	2394000
181	2498750
182	2500125
