#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	1660250
1	1869500
2	1843375
3	1678125
4	1600125
5	1600000
6	1600125
7	1700000
8	1885875
9	1811125
10	1700125
11	1741375
12	1659125
13	1800125
14	1600000
15	1600000
16	1600000
17	1700000
18	1724875
19	1754000
20	1700125
21	1626250
22	1700125
23	1738625
24	1872000
25	1841625
26	1900125
27	1815375
28	1931750
29	1765750
30	1725125
31	1700125
32	1690250
33	1790625
34	1867625
35	1858875
36	1912000
37	1900250
38	1716375
39	1754000
40	1736625
41	1788875
42	1800250
43	1740375
44	1786750
45	1510250
46	1600125
47	1670625
48	1792750
49	1742875
50	1967625
51	1790000
52	1900375
53	1700000
54	1691000
55	1618750
56	1800125
57	1599875
58	1627625
59	1769125
60	1739375
61	1884500
62	1830000
63	1565625
64	1524125
65	1500125
66	1500250
67	1700000
68	1567250
69	1922250
70	1661125
71	1607250
72	1500125
73	1900250
74	1503250
75	1529000
76	1528500
77	1600125
78	1649875
79	1800125
80	1900250
81	1643375
82	1600250
83	1500000
84	1499875
85	1470750
86	1405875
87	1414875
88	1511500
89	1619250
90	1639625
91	1613500
92	1772625
93	1610125
94	1916125
95	1669625
96	1437500
97	1708625
98	1472875
99	1623250
100	1780000
101	1739625
102	1710500
103	1685250
104	1763875
105	1600250
106	1900000
107	1400000
108	1423625
109	1568375
110	1439500
111	1627000
112	1790250
113	1701125
114	1778625
115	1720250
116	1663875
117	1900000
118	1659125
119	1753375
120	1477750
121	1628750
122	1500000
123	1490500
124	1662500
125	1792000
126	1700125
127	1731000
128	1712625
129	1702500
130	1700125
131	1599875
132	1558875
133	1439875
134	1819000
135	1509875
136	1541125
137	1533500
138	1591375
139	1632375
140	1665000
141	1661750
142	1657625
143	1600000
144	1900125
145	1850625
146	1871125
147	1405375
148	1410125
149	1471625
150	1518625
151	1499500
152	1585375
153	1615375
154	1636500
155	1635500
156	1673500
157	1647625
158	1800000
159	1900375
160	1913000
161	1881625
162	1729875
163	1420750
164	1460500
165	1414875
166	1500000
167	1500125
168	1500250
169	1600000
170	1529000
171	1600125
172	1600000
173	1600000
174	1689500
175	1700000
176	1741250
177	1932625
178	1975625
179	1970625
180	1850625
181	1843375
182	1793250
183	1400000
184	1539125
185	1504500
186	1500125
187	1589750
188	1624750
189	1566750
190	1600000
191	1600125
192	1600125
193	1600000
194	1600000
195	1600000
196	1565875
197	1600000
198	1700000
199	1706000
200	1879125
201	1800125
202	1943250
203	1971500
204	1971125
205	1957000
206	1925000
207	1969500
208	1904500
209	1975500
210	1700250
211	1500000
212	1413500
213	1313875
214	1900250
215	1482250
216	1481625
217	1500000
218	1500000
219	1573500
220	1500000
221	1746750
222	1600000
223	1568250
224	1572000
225	1553375
226	1500000
227	1500125
228	1562625
229	1543625
230	1565500
231	1719375
232	1500125
233	1519500
234	1504250
235	1550375
236	1569125
237	1556250
238	1536125
239	1544125
240	1600125
241	1758750
242	1592375
243	1592125
244	1576375
245	1683250
246	1684625
247	1719625
248	1796625
249	1766500
250	1791625
251	1770125
252	1881750
253	1835375
254	1900125
255	1900000
256	1900125
257	1900250
258	2000250
259	2000000
260	2023500
261	2006875
262	2000250
263	1985750
264	2000250
265	1969875
266	1981000
267	1900125
268	1940250
269	1928250
270	1900000
271	1931125
272	1954125
273	2000250
274	2000250
275	1717250
276	1521375
277	1777625
278	1409000
279	1700000
280	1800250
281	1400000
282	1800125
283	1448250
284	1413625
285	1400000
286	1418875
287	1418750
288	1491875
289	1488125
290	1726750
291	1528625
292	1500125
293	1500000
294	1500125
295	1556750
296	1568500
297	1600125
298	1600125
299	1593375
300	1594000
301	1572500
302	1583250
303	1516125
304	1500000
305	1516750
306	1500000
307	1500000
308	1551875
309	1545500
310	1533500
311	1537500
312	1594125
313	1561750
314	1504250
315	1509500
316	1595500
317	1549375
318	1521500
319	1533625
320	1542125
321	1584875
322	1511125
323	1545250
324	1520625
325	1585875
326	1554250
327	1552000
328	1558625
329	1586500
330	1588125
331	1598375
332	1578750
333	1593625
334	1551750
335	1624250
336	1599875
337	1600000
338	1612875
339	1615125
340	1600125
341	1600125
342	1687125
343	1642500
344	1700125
345	1700125
346	1699875
347	1699000
348	1612500
349	1741500
350	1788375
351	1776750
352	1800125
353	1822375
354	1800125
355	1800000
356	1800000
357	1800125
358	1832875
359	1900000
360	1900000
361	1900000
362	1897250
363	1900250
364	1894250
365	1889250
366	1900000
367	1875375
368	1900250
369	1900000
370	1900250
371	1900375
372	2000000
373	1987875
374	2000125
375	1920250
376	1988000
377	1988625
378	2000125
379	1983625
380	1971750
381	1962625
382	2000000
383	2000125
384	2000125
385	1991500
386	1968625
387	2000000
388	2000125
389	2000000
390	2008875
391	2000125
392	2014250
393	2006750
394	2006375
395	2000125
396	2000125
397	1927500
398	2000250
399	1943625
400	1995375
401	1994250
402	1975500
403	2000125
404	1981750
405	1994125
406	2000000
407	2000000
408	2000000
409	2000250
410	2000000
411	2000125
412	2000000
413	2000125
414	2000000
415	2000000
416	2000250
417	1957625
418	1997875
419	1998125
420	2000000
421	2000125
422	1968375
423	1925500
424	2000000
425	1946000
426	1912125
427	1904250
428	1900125
429	1867375
430	1936875
431	1965500
432	2000000
433	1984250
434	1712500
435	1800000
436	1570500
437	1434000
438	1713250
439	1400000
440	1400000
441	1400000
442	1408250
443	1404375
444	1866125
445	1400000
446	1399875
447	1400000
448	1431625
449	1421625
450	1400000
451	1470250
452	1472375
453	1500000
454	1496625
455	1500125
456	1500125
457	1500000
458	1468750
459	1500000
460	1929375
461	1558875
462	1540250
463	1529750
464	1512500
465	1500000
466	1500000
467	1511750
468	1510750
469	1521375
470	1542000
471	1571125
472	1506000
473	1531875
474	1600125
475	1580250
476	1600125
477	1598625
478	1571000
479	1600125
480	1600125
