#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	3246125
1	3430375
2	3435875
3	3241625
4	3205000
5	3219000
6	3199875
7	3432875
8	3424625
9	3308375
10	3308250
11	3299875
12	3267625
13	2962875
14	2922875
15	3199875
16	3199875
17	3268375
18	3317750
19	3312500
20	3300000
21	3299875
22	3295750
23	3223750
24	3183250
25	3200000
26	3208125
27	3396125
28	3319875
29	3333375
30	3500000
31	3483375
32	3274750
33	3249750
34	3200000
35	3200000
36	3144000
37	3255500
38	3308125
39	3324875
40	3396875
41	3499875
42	3500000
43	3283125
44	3249875
45	3200000
46	3181250
47	3176000
48	3483125
49	3466250
50	3300000
51	3316375
52	3301500
53	3299875
54	3346000
55	3491625
56	3440000
57	3200000
58	3199875
59	3274875
60	3316375
61	3500000
62	3518250
63	3128625
64	3200000
65	3164625
66	3191750
67	3207500
68	3200000
69	3499875
70	3333125
71	3268875
72	3241750
73	3174750
74	3455125
75	3199875
76	3191750
77	3208250
78	3380750
79	3275000
80	3471750
81	3500000
82	3250250
83	3216625
84	3099875
85	3066125
86	3099875
87	3100000
88	3124125
89	3200000
90	3241625
91	3397625
92	3253875
93	3340125
94	3223375
95	3146000
96	3500000
97	3084750
98	3074875
99	3083000
100	3300000
101	3316375
102	3325625
103	3324875
104	3258250
105	3342375
106	3218625
107	3121500
108	3699875
109	3060750
110	3083375
111	3075000
112	3172375
113	3324875
114	3408000
115	3324750
116	3283250
117	3249875
118	3341875
119	3210500
120	3500000
121	3041375
122	3049750
123	3100000
124	3058125
125	3210375
126	3208375
127	3400000
128	3316250
129	3332875
130	3300000
131	3406625
132	3199875
133	3112375
134	2983375
135	3039875
136	3058500
137	3049875
138	3166750
139	3200000
140	3316750
141	3210000
142	3246500
143	3225250
144	3224625
145	3458250
146	3407750
147	3475000
148	3016625
149	3066500
150	3572375
151	3130500
152	3399875
153	3227625
154	3216625
155	3299875
156	3199875
157	3291750
158	3199875
159	3300000
160	3374875
161	3333875
162	3187125
163	3085250
164	3399875
165	3171250
166	3216375
167	3226000
168	3316500
169	3199875
170	3233250
171	3250500
172	3208250
173	3276375
174	3208125
175	3400000
176	3382500
177	3516625
178	3517125
179	3468875
180	3413125
181	3499875
182	3200000
183	3197125
184	3199875
185	3283375
186	3241375
187	3399875
188	3276500
189	3258500
190	3208250
191	3208125
192	3200000
193	3200000
194	3200000
195	3199875
196	3200000
197	3199875
198	3200000
199	3199875
200	3399875
201	3270500
202	3199875
203	3300000
204	3400000
205	3448625
206	3099875
207	3184625
208	3201375
209	3200000
210	3232000
211	3400000
212	3208250
213	3359125
214	3208250
215	3200000
216	3200000
217	3216625
218	3208250
219	3266250
220	3216625
221	3213500
222	3325250
223	3208375
224	3208125
225	3258875
226	3254375
227	3285250
228	3225250
229	3224375
230	3208375
231	3200000
232	3211250
233	3274375
234	3208125
235	3199875
236	3200000
237	3200000
238	3199875
239	3199875
240	3199875
241	3200000
242	3200000
243	3199875
244	3200000
245	3205250
246	3200000
247	3199875
248	3200000
249	3399875
250	3291875
251	3200000
252	3200000
253	3449875
254	3316625
255	3316375
256	3462375
257	3500000
258	3541250
259	3338875
260	3183125
261	3133500
262	3191625
263	3208375
264	3208250
265	3208125
266	3224875
267	3416125
268	3218750
269	3200250
270	3249750
271	3222625
272	3224625
273	3394875
274	3350000
275	3250000
276	3637375
277	3250875
278	3333000
279	3324125
280	3318375
281	3216500
282	3258375
283	3233250
284	3200000
285	3200000
286	3200000
