#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	3388000
1	3699500
2	3532625
3	3500000
4	3474625
5	3399625
6	3474375
7	3699375
8	3700000
9	3625875
10	3564250
11	3527750
12	3561000
13	3500875
14	3455500
15	3478250
16	3461500
17	3533750
18	3569000
19	3540625
20	3564375
21	3544250
22	3541875
23	3499625
24	3453250
25	3699750
26	3660750
27	3556000
28	3723500
29	3600750
30	3800375
31	3605000
32	3529000
33	3499625
34	3490750
35	3451250
36	3269875
37	3363500
38	3562375
39	3763375
40	3761625
41	3545250
42	3569125
43	3573875
44	3499875
45	3490250
46	3472750
47	3769250
48	3737875
49	3535000
50	3565000
51	3553500
52	3600625
53	3537375
54	3528375
55	3768375
56	3443000
57	3426375
58	3501000
59	3800000
60	3764375
61	3800000
62	3800250
63	3400625
64	3499250
65	3435125
66	3423500
67	3427500
68	3499875
69	3734250
70	3791750
71	3534125
72	3500250
73	3407500
74	3594125
75	3495375
76	3760000
77	3497375
78	3399500
79	3532375
80	3764750
81	3573875
82	3499625
83	3500125
84	3373250
85	3356250
86	3400875
87	3400250
88	3432375
89	3470375
90	3400500
91	3554125
92	3534500
93	3800375
94	3501000
95	3801125
96	3419000
97	3400250
98	3900625
99	3300125
100	3401250
101	3298500
102	3298875
103	3494000
104	3566125
105	3608750
106	3500000
107	3399625
108	3800250
109	3391375
110	3400500
111	3379750
112	3400375
113	3400000
114	3281125
115	3300125
116	3597125
117	3564875
118	3600000
119	3775375
120	3769000
121	3335250
122	3333375
123	3400625
124	3354875
125	3438500
126	3221500
127	3795000
128	3832375
129	3600375
130	3541125
131	3700375
132	3476875
133	3431875
134	3361875
135	3366250
136	3399875
137	3400250
138	3452250
139	3499750
140	3383250
141	3579875
142	3317500
143	3256375
144	3501375
145	3697750
146	3762375
147	3432625
148	3400125
149	3399875
150	3407250
151	3439875
152	3499125
153	3498875
154	3468375
155	3400500
156	3299000
157	3400125
158	3400875
159	3321750
160	3800500
161	3765250
162	3799125
163	3770625
164	3485250
165	3399750
166	3199875
167	3200000
168	3213000
169	3400125
170	3215875
171	3284250
172	3199750
173	3200250
174	3203125
175	3471250
176	3237500
177	3799375
178	3775125
179	3738625
180	3500125
181	3470500
182	3392625
183	3304625
184	3400000
185	3206000
186	3200375
187	3200375
188	3199750
189	3379500
190	3200625
191	3200250
192	3200500
193	3200000
194	3200000
195	3199500
196	3199250
197	3200125
198	3199125
199	3298750
200	3400625
201	3301750
202	3800500
203	3800000
204	3600250
205	3472625
206	3499250
207	3506500
208	3205250
209	3300000
210	3400125
211	3200250
212	3733375
213	3209750
214	3313125
215	3200750
216	3200500
217	3200875
218	3200500
219	3199500
220	3199625
221	3200500
222	3200375
223	3199750
224	3200875
225	3200500
226	3200250
227	3200750
228	3200750
229	3200000
230	3199625
231	3199750
232	3205125
233	3402125
234	3199500
235	3199875
236	3256875
237	3227875
238	3199500
239	3200625
240	3199750
241	3199750
242	3200000
243	3200125
244	3251750
245	3200000
246	3199750
247	3222125
248	3400625
249	3401125
250	3223750
251	3204250
252	3211125
253	3199875
254	3300375
255	3319625
256	3326750
257	3800750
258	3749250
259	3773750
260	3731750
261	3499875
262	3305750
263	3286250
264	3260875
265	3399750
266	3317125
267	3400250
268	3305875
269	3499000
270	3399875
271	3619875
272	3310375
273	3299750
274	3299500
275	3389875
276	3400000
277	3324125
278	3400250
279	3199625
280	3199750
281	3200250
282	3200125
283	3200125
284	3243875
285	3304000
286	3200500
287	3369000
288	3323625
289	3199500
290	3272875
291	3385875
292	3369250
293	3241000
294	3200250
295	3371000
296	3200125
297	3361375
298	3250500
299	3200625
300	3200750
301	3200000
302	3199625
303	3305500
304	3348375
305	3200625
306	3246500
307	3271875
308	3200250
309	3344125
310	3200250
311	3200125
312	3345500
313	3468500
314	3200500
315	3200000
316	3200875
317	3326375
318	3200500
319	3199375
320	3273750
321	3392875
322	3200625
323	3230375
324	3199625
325	3253125
326	3199875
327	3313125
328	3200000
329	3199375
330	3199875
331	3201375
332	3199625
333	3201250
334	3200000
335	3200250
336	3200375
337	3200250
338	3375125
339	3201250
340	3374250
341	3397125
342	3200500
343	3414750
344	3262875
345	3199500
346	3279000
347	3315375
348	3238500
349	3201125
350	3200500
351	3361875
352	3199375
353	3201000
354	3200250
355	3387750
356	3200000
357	3201000
358	3200250
359	3368625
360	3253875
361	3199875
362	3268875
363	3451750
364	3199875
365	3199875
366	3200000
367	3200625
368	3202000
369	3199625
370	3200750
371	3209625
372	3201000
373	3233750
374	3211500
375	3279875
376	3200000
377	3327250
378	3199375
379	3293750
380	3199875
381	3386000
382	3289250
383	3264375
384	3199875
385	3294000
386	3301250
387	3349500
388	3207125
389	3388250
390	3243500
391	3286125
392	3799875
393	3799375
394	3850375
395	3663125
396	3486625
