#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	3200000
1	3326000
2	3200250
3	3087125
4	3000000
5	3000125
6	3029375
7	3110000
8	3301000
9	3300625
10	3169125
11	3109375
12	3230125
13	3300125
14	3000375
15	2986875
16	3000500
17	3135000
18	3167125
19	3142375
20	3142500
21	3171125
22	3313500
23	3006750
24	2986125
25	3213750
26	3355125
27	3330875
28	3365500
29	3323125
30	3343875
31	3144125
32	3100375
33	3100000
34	2954375
35	2999000
36	2972000
37	3200375
38	3382625
39	3391250
40	3400000
41	3172000
42	3113625
43	3103250
44	3100250
45	3000375
46	3216500
47	3329750
48	3343125
49	3200250
50	3167750
51	3200000
52	3200125
53	3355625
54	3100500
55	3059375
56	3000000
57	3000375
58	3000625
59	3307500
60	3329000
61	3070250
62	2970375
63	2868875
64	3000625
65	3000375
66	3301500
67	3100500
68	3200125
69	3099750
70	3200125
71	3100375
72	3248750
73	3339375
74	3000500
75	3000625
76	2965000
77	3041250
78	3125500
79	3243250
80	3100875
81	3226750
82	3123000
83	3011500
84	3400000
85	2961000
86	2913625
87	2900000
88	3000375
89	3000000
90	3174875
91	3018000
92	3199625
93	3281250
94	3387375
95	2800625
96	2884125
97	3031750
98	2900125
99	2922000
100	3057750
101	3115500
102	3235250
103	3165625
104	3149375
105	3200375
106	3315750
107	2801625
108	2853750
109	2900500
110	2900500
111	2900500
112	3103500
113	3206750
114	3200250
115	3261125
116	3130125
117	3399500
118	3328000
119	2971375
120	2800250
121	2841000
122	2947875
123	2935250
124	2931500
125	3084375
126	3240375
127	3200750
128	3200500
129	3300500
130	3100625
131	3244250
132	3097125
133	2974625
134	2913625
135	2900000
136	2899750
137	2900875
138	2908000
139	3199875
140	3100625
141	3134125
142	3122000
143	3167125
144	3300125
145	3308875
146	3010250
147	2938125
148	2873500
149	2900250
150	2969250
151	3010500
152	3081125
153	3056250
154	3127250
155	3101250
156	3130875
157	3182500
158	3184000
159	3325000
160	3400125
161	3300375
162	3393875
163	3399500
164	2999750
165	2912125
166	3030750
167	3165125
168	3129125
169	3096625
170	3154000
171	3178000
172	3178000
173	3200375
174	3234375
175	3284000
176	3400125
177	3400000
178	3200125
179	3000125
180	2990250
181	2983500
182	2940250
183	3010500
184	3035625
185	3199875
186	3200125
187	3269875
188	3163000
189	3200125
190	3199875
191	3200125
192	3200125
193	3243875
194	3225000
195	3294625
196	2982625
197	3337125
198	3307625
199	3400250
200	3400250
201	3400125
202	3400250
203	3402625
204	3400125
205	3000375
206	3212875
207	3037875
208	3043750
209	3100125
210	3084875
211	3175625
212	3149125
213	3207750
214	3218000
215	3200125
216	3133875
217	3258125
218	3156000
219	3227250
220	3193250
221	3174000
222	3200125
223	3168625
224	3153875
225	3141375
226	3200125
227	3200125
228	3200125
229	3256000
230	3249875
231	3351875
232	3333000
233	3371250
234	3372375
235	3396000
236	3399875
237	3362375
238	3388750
239	3460625
240	3429875
241	3413750
242	3400125
243	3400125
244	3411375
245	3391875
246	3373000
247	3410000
248	3407875
249	3234500
250	3000000
251	3055875
252	2935750
253	3083250
254	3107000
255	3073500
256	3068625
257	3093875
258	3100000
259	3100000
260	3159000
261	3178750
262	3176500
263	3122000
264	3200125
265	3235250
266	3200125
267	3214750
268	3213750
269	3200125
270	3215875
271	3200125
272	3214500
273	3221500
274	3200125
275	3110375
276	3170750
277	3199875
278	3200375
279	3200125
280	3183000
281	3190250
282	3123500
283	3200500
284	3200375
285	3189500
286	3100625
287	3194000
288	3186750
289	3141000
290	3200000
291	3165250
292	3262750
293	3200250
294	3231625
295	3226750
296	3301250
297	3303250
298	3287750
299	3300625
300	3300375
301	3301500
302	3361625
303	3370375
304	3372000
305	3370625
306	3373250
307	3364750
308	3392750
309	3368250
310	3400875
311	3414375
312	3400125
313	3407875
314	3400125
315	3400125
316	3465375
317	3401250
318	3412125
319	3420875
320	3400500
321	3400000
322	3406000
323	3400375
324	3457000
325	3486750
326	3468875
327	3446750
328	3411750
329	3458000
330	3444250
331	3472000
332	3472000
333	3483500
334	3440000
335	3434500
336	3499375
337	3433125
338	3443125
339	3465875
340	3472125
341	3403125
342	3455500
343	3472125
344	3485250
345	3500250
346	3455000
347	3200250
348	3412375
349	3400625
350	3400125
351	3400250
352	3411750
353	3410750
354	3459375
355	3402750
356	3431750
357	3416125
358	3411000
359	3429125
360	3400500
361	3400250
362	3400375
363	3400375
