#Data of CPU Clock Frequency
#Sr No	CPU Speed
0	2697125
1	2741375
2	2600000
3	2541500
4	2460000
5	2463250
6	2476000
7	2766500
8	2799875
9	2699875
10	2633500
11	2616500
12	2599875
13	2544000
14	2474750
15	2483250
16	2499875
17	2624875
18	2633125
19	2622000
20	2633125
21	2633625
22	2799875
23	2533250
24	2799875
25	2738250
26	2877000
27	2865750
28	2862125
29	2900000
30	2626125
31	2637375
32	2599875
33	2534625
34	2474750
35	2465500
36	2514750
37	2866625
38	2857375
39	2899875
40	2641750
41	2634125
42	2624875
43	2600000
44	2558125
45	2799875
46	2724750
47	2574875
48	2658000
49	2633250
50	2649875
51	2747000
52	2899875
53	2599875
54	2600000
55	2522500
56	2500000
57	2555000
58	2597750
59	2642375
60	2575000
61	2531500
62	2408375
63	2428875
64	2456750
65	2899875
66	2491625
67	2699875
68	2434750
69	2600000
70	2834500
71	2899875
72	2399875
73	2308375
74	2473125
75	2462125
76	2416500
77	2560375
78	2608250
79	2491625
80	2599875
81	2899875
82	2899875
83	2377625
84	2330375
85	2716625
86	2341750
87	2900000
88	2516125
89	2499875
90	2560625
91	2808625
92	2641500
93	2599875
94	2423875
95	2567625
96	2373250
97	2374875
98	2374875
99	2473500
100	2673750
101	2616625
102	2658250
103	2900000
104	2674875
105	2548625
106	2424875
107	2253625
108	2391000
109	2366625
110	2316500
111	2449875
112	2677250
113	2678250
114	2641250
115	2700000
116	2580625
117	2666750
118	2549875
119	2924875
120	2299875
121	2361375
122	2299875
123	2383250
124	2600000
125	2683250
126	2691625
127	2680000
128	2658000
129	2649125
130	2861875
131	2550000
132	2425000
133	2274875
134	2981875
135	2391500
136	2399875
137	2450000
138	2400000
139	2633375
140	2625000
141	2583125
142	2600000
143	2684250
144	2891875
145	2471500
146	2358125
147	2247625
148	2300000
149	2375250
150	2375000
151	2400000
152	2583250
153	2624875
154	2600000
155	2600125
156	2616625
157	2627000
158	2782625
159	2999875
160	3008000
161	2899375
162	2337875
163	2399875
164	2365625
165	2446125
166	2531750
167	2525000
168	2500000
169	2540375
170	2600000
171	2596250
172	2625000
173	2683250
174	2799875
175	2941750
176	2868875
177	3000000
178	2475250
179	2377000
180	2506250
181	2449750
182	2500000
183	2533375
184	2616500
185	2575000
186	2600000
187	2633000
188	2636250
189	2625000
190	2599875
191	2624875
192	2656625
193	2666500
194	2738000
195	2733125
196	2834250
197	2824750
198	2876625
199	2949875
200	2908250
201	2941375
202	2999875
203	3000000
204	3023750
205	2499875
206	2300000
207	2449125
208	2414375
209	2403250
210	2500000
211	2499875
212	2558375
213	2533125
214	2618875
215	2599875
216	2625000
217	2599875
218	2600000
219	2599875
220	2599875
221	2622500
222	2616500
223	2600000
224	2616750
225	2625000
226	2600000
227	2599875
228	2600000
229	2620375
230	2600000
231	2673750
232	2637250
233	2641875
234	2726250
235	2774875
236	2726000
237	2725000
238	2758125
239	2874875
240	2860250
241	2854875
242	2832375
243	2899875
244	2900000
245	2900000
246	2916625
247	2900000
248	2983250
249	2958125
250	2999875
251	2983375
